Export;EXP-2024-001 (2024-07-04T21:11:37+01:00);;;StationsCode;NL10107;NL10131;NL10133;NL10136;NL10138;NL10230;NL10235;NL10236;NL10237;NL10240;NL10241;NL10246;NL10247;NL10248;NL10301;NL10318;NL10404;NL10418;NL10437;NL10442;NL10444;NL10445;NL10446;NL10449;NL10450;NL10538;NL10550;NL10617;NL10633;NL10636;NL10639;NL10641;NL10643;NL10644;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10929;NL10934;NL10937;NL10938
NO2;uur;µg/m³;2024-05-14T22:00:00+01:00;2024-05-14T23:00:00+01:00;7.46;9.82;7.77;13.03;7.24;16.48;11.18;14.33;17.01;23.06;21.28;28.1;11.21;48.15;11.52;6.2;12.09;9.72;36.12;19.32;3.06;12.49;11.55;18.23;15.78;8.78;18.33;11.77;6.49;15.46;13.17;24.56;12.81;7.98;7.92;6.99;24.51;19.05;10.71;6.78;6.7;5.64;9.58;5.21
NO2;uur;µg/m³;2024-05-14T23:00:00+01:00;2024-05-15T00:00:00+01:00;6.85;14.26;10.02;12.64;8.8;14.6;10.54;13.83;16.73;22.75;20.8;28.28;11.01;24.01;12.65;7.2;10.76;13.6;34.31;11.5;4.83;11.76;11.6;14.47;16.8;11.11;14.94;7.45;8.13;16.48;15.55;23.94;13.57;7.68;9.79;9.12;12.88;10.7;10.81;7.14;7.27;5.04;7.98;4.91
NO2;uur;µg/m³;2024-05-15T00:00:00+01:00;2024-05-15T01:00:00+01:00;10.96;17.1;9.74;17.06;11.57;18.44;11.92;13.45;16.05;17.51;13.23;20.01;14.03;22.62;29.67;9.38;6.96;14.35;25.35;8.22;11.72;9.13;6.53;14.77;19.4;12.24;22.81;8.01;12.52;;11.04;20.5;9.63;9.91;8.67;9.71;12.41;9.8;11.3;7.45;8.5;5.74;7.14;5.42
NO2;uur;µg/m³;2024-05-15T01:00:00+01:00;2024-05-15T02:00:00+01:00;13.78;16.21;10.02;18.13;9.22;16.13;10.21;11.26;13.08;19.38;10.23;12.74;13.92;18.52;29.44;6.89;8.16;11.72;28.93;7.3;8.46;8.31;4.64;11.48;14.38;12.15;24.2;7.95;9.95;10.43;10.52;25.32;10.36;10.8;10;10.12;10.57;9.02;10.26;6.79;8.27;5.86;6.12;5.59
NO2;uur;µg/m³;2024-05-15T02:00:00+01:00;2024-05-15T03:00:00+01:00;15.99;21.98;8.11;9.84;8.28;19.3;10.49;10.16;10.37;22.42;9.92;8.83;15.85;19.9;26.34;8;9.04;15.97;18.99;7.28;8.09;8.38;4.38;10.56;15.91;9.39;33.01;6.44;9.49;10.47;8.88;33.26;9.47;10.26;12.23;10.79;12.77;12.02;11.46;8.09;8.72;5.66;5.72;4.48
NO2;uur;µg/m³;2024-05-15T03:00:00+01:00;2024-05-15T04:00:00+01:00;9.43;13.49;6.41;9.43;7.69;16.58;12.59;8.76;10.58;21.01;11.06;9.65;14.15;27.48;22.79;7.79;5.72;7.34;22.79;8.56;10.28;6.96;5.98;13.24;21.53;10.53;27.14;14.07;9.32;8.19;11.03;23.6;8.08;8.43;10.25;9.66;19.89;12.95;8.48;6.45;8.77;5.85;6.55;5.12
NO2;uur;µg/m³;2024-05-15T04:00:00+01:00;2024-05-15T05:00:00+01:00;13.48;13.49;6.21;16.83;6.78;18.68;11.93;10.52;18.73;27.41;14.07;10.8;10.64;18.98;22.19;7.02;8.39;13.56;28.06;8.27;12;12.3;6.62;22.64;46.24;9.74;12.16;8.62;9.61;7.11;11.17;24.7;5.31;8.38;10.56;13.55;20.64;10.06;9.96;6.62;9.19;6.08;8.44;5.91
NO2;uur;µg/m³;2024-05-15T05:00:00+01:00;2024-05-15T06:00:00+01:00;10.78;15.85;6.11;22.67;8.15;17.93;27.05;17.71;28.33;35.19;15.49;18;17.99;22.81;12.29;8.04;15.16;20.54;26.85;11.11;10.38;20.96;10.96;32.12;60.57;11.97;20.46;8.53;8.67;23.54;35.2;26.69;13.96;12.47;8.93;12.14;27.58;18.99;8.67;8.91;9.43;7.25;14.76;6.58
NO2;uur;µg/m³;2024-05-15T06:00:00+01:00;2024-05-15T07:00:00+01:00;10.76;13.12;12.2;29.73;11.75;11.41;21.4;17.19;21.7;34.05;15.59;14.67;12.8;13.03;12.5;9.49;23.88;24.49;23.65;13.97;11.27;28.08;20.11;43.69;52.8;7.4;22.4;7.6;9.56;30.53;40.89;23.84;25.27;14.45;9.75;11.33;30.62;22.45;9.51;8.56;8.86;8.12;17.23;6.91
NO2;uur;µg/m³;2024-05-15T07:00:00+01:00;2024-05-15T08:00:00+01:00;8.64;10.24;14.69;28.56;12.46;9.49;25.65;16.64;20.6;28.73;10.07;15.53;7.03;12.44;5.91;6.99;19.1;26.3;15.05;16.87;13.77;25.44;20.57;41.41;48.24;7.63;19.56;6.66;12.14;24.28;32.03;22.53;14.75;;9.89;9.2;30.64;18.54;9.8;9.47;7.81;7.54;17.26;6.47
NO2;uur;µg/m³;2024-05-15T08:00:00+01:00;2024-05-15T09:00:00+01:00;7.07;7.41;10.75;15.79;10.23;6.73;24.98;13.06;14.14;34.13;11.79;14.83;9.58;9.6;8.19;5.75;7.85;29.3;15.24;8.34;13.24;20.79;16.53;52.4;24.68;;17.23;7.45;9.15;14.97;20.3;31.72;9.35;7.16;7.35;9.45;35.23;24.12;7.94;5.06;5.77;6.78;15.26;5.04
NO2;uur;µg/m³;2024-05-15T09:00:00+01:00;2024-05-15T10:00:00+01:00;7.63;8.27;12.97;21.02;12.62;6.9;39.69;14.47;17.36;29;10.46;11.38;7.79;9.41;8.96;4.43;7.53;18.35;10.24;10.46;13.26;16.65;15.27;47.91;32.18;;23.78;10.8;11.34;16.07;19.69;29.27;10.81;6.26;4.96;9.18;27.32;12.08;5.76;4.38;5.06;5.68;14.83;4.07
NO2;uur;µg/m³;2024-05-15T10:00:00+01:00;2024-05-15T11:00:00+01:00;9.25;6.56;10.32;19.16;13.07;5.83;37.04;13.53;15.94;24.94;9.3;15.48;7.53;6.16;10.7;3.3;17.74;25.66;13.54;16.79;14.29;22.62;24.57;38.54;35.4;;17.65;9.93;6.84;17.61;13.37;21.17;8.91;;5.46;9.84;19.01;9.23;4.74;3.97;4.29;4.8;13.87;2.88
NO2;uur;µg/m³;2024-05-15T11:00:00+01:00;2024-05-15T12:00:00+01:00;8.02;5.18;9.06;18.03;10.66;5.16;21.37;13.58;17.93;28.8;8.76;15.85;6.66;5.11;10.76;3.86;29.86;25.34;13.17;18.51;14.92;32.24;46.93;36.95;36.06;;10.64;6.51;5.35;13.71;11.42;21.07;7.46;;5.66;10.86;22.28;10.77;4.92;3.11;3.75;4.22;11.81;2.67
NO2;uur;µg/m³;2024-05-15T12:00:00+01:00;2024-05-15T13:00:00+01:00;11.11;5.53;7.1;16.43;9.07;5.19;25.61;11.73;17.93;33.72;10.09;9.22;7.09;4.76;10.33;2.65;33.24;31.61;12.96;22.36;13.32;34.51;30.14;32.67;30.01;8.2;10.11;8.84;9.87;14.46;16.46;21.17;7.89;;5.03;10.34;33.13;12.53;4.47;3.32;3.82;4.1;14.11;2.86
NO2;uur;µg/m³;2024-05-15T13:00:00+01:00;2024-05-15T14:00:00+01:00;12.62;8.18;6.83;20.13;8.69;4.08;25.39;13.69;21.48;42.05;8.78;8.05;6.95;6.49;6.81;2.52;21.57;34.21;18.41;23.18;10.7;34.04;28.03;50.68;26.05;10.23;11.18;7.46;10.25;17.5;16.19;18.24;9.53;10.97;3.34;5.6;33.22;13.57;4.37;3.58;3.6;4.63;14.6;2.69
NO2;uur;µg/m³;2024-05-15T14:00:00+01:00;2024-05-15T15:00:00+01:00;12.44;12.13;7.43;26.17;9.04;4.68;10.14;16.25;25.7;49.83;11.2;8.8;5.29;7.36;9.67;3.3;18.79;37.97;15.12;15.06;6.74;27.87;23.99;47.54;24.7;6;12.39;6.89;10.13;21.84;21.25;17.23;13.52;18.39;3.24;6.83;29.64;15.9;4.18;4.65;4.11;4.49;14.87;2.86
NO2;uur;µg/m³;2024-05-15T15:00:00+01:00;2024-05-15T16:00:00+01:00;13.33;9.96;6.04;23.28;10.63;5.89;7.16;18.79;38.09;52.88;9.31;13.49;5.17;7.59;8.06;7.54;45.72;36.48;8.86;16.18;8.8;41.17;26.44;46.25;44.91;5.66;12.13;7.44;13.71;32.14;31.06;20.74;18.91;19.69;4.08;9.55;26.19;13.75;3.98;2.85;3.61;4.83;13.8;2.53
NO2;uur;µg/m³;2024-05-15T16:00:00+01:00;2024-05-15T17:00:00+01:00;14.75;7.92;4.8;18.53;8.82;7;5.96;22.1;31.56;30.27;11.45;14.54;9.48;6.13;8.5;24.22;25.08;22.93;10.19;10.99;6.74;31.31;31.22;47.69;43.16;6.42;16.55;10.64;11.3;33.04;35.82;21.13;21.6;19.41;10.12;14.51;27.15;17.03;4.55;3.74;3.49;6.37;14.82;3.35
NO2;uur;µg/m³;2024-05-15T17:00:00+01:00;2024-05-15T18:00:00+01:00;11.88;6.83;7.09;21.2;9.93;7.6;7.78;21.06;30.25;21.17;9.49;14.74;9.31;6.27;8.04;21.46;18.79;31.04;12.49;6.54;4.28;20.99;22.52;47.82;33.37;10.25;14.65;11.83;7.1;30.56;27.87;24.89;18.45;16.39;12.39;13.27;26.74;15.42;7.19;8.57;3.17;5.44;14.76;3.39
NO2;uur;µg/m³;2024-05-15T18:00:00+01:00;2024-05-15T19:00:00+01:00;14.32;9.39;6.61;26.24;9.47;6.13;9.06;28.5;23.69;18.82;10.31;11.76;8.01;8.61;11.46;22.28;9.04;25.05;15.18;9.76;7.18;13.32;15.74;44.7;16.07;8.92;16.8;4.62;6.77;25.17;23.46;31.94;14.87;12.52;11.37;13.16;25.98;15.34;9.47;4.53;3.72;6.39;14.33;3.92
NO2;uur;µg/m³;2024-05-15T19:00:00+01:00;2024-05-15T20:00:00+01:00;11.45;7.24;9.55;19.5;10.62;8.82;5.61;23.59;24.5;16.16;10.25;9.59;5.95;9.38;12.57;31.48;9.04;23.82;9.62;8.34;10.1;18.33;13.64;26.8;37.83;8.06;16.31;6.48;7.63;18.46;27.16;31.17;15.7;9.69;14.46;13.63;33.89;24.33;9.68;3.64;7.7;7.28;27.31;4.64
NO2;uur;µg/m³;2024-05-15T20:00:00+01:00;2024-05-15T21:00:00+01:00;9.18;7.69;9.05;19.33;7.78;9.29;5.18;25.79;27.76;20.8;11.55;11.99;7.23;8.99;9.39;27.81;9.18;17.32;9.83;12.61;13.53;15.72;12.58;26.49;32.19;12.88;22.83;5.22;13.78;12.39;19.72;28.08;13.17;8.58;13.27;19.4;46.22;27.47;7.36;3.82;10.42;8.37;36.55;7.8
NO2;uur;µg/m³;2024-05-15T21:00:00+01:00;2024-05-15T22:00:00+01:00;9.14;14.65;9.09;20.42;11.44;10.07;5.86;19.91;24.24;22.03;9.65;7.61;10.36;10.61;6.07;24.94;10.23;14.4;22.99;9.74;7.47;15.87;12.74;23.28;34.01;7.83;9.82;5.84;13.65;16.07;18.67;31.81;16.58;10.78;12.57;16.95;43.54;30.75;6.23;4.6;13.01;7.71;29.93;6.21
NO2;uur;µg/m³;2024-05-15T22:00:00+01:00;2024-05-15T23:00:00+01:00;6.56;12.17;10.17;16.27;11.21;8.28;6.89;11.25;17.6;25.21;11.76;8.51;17.41;13.17;6.43;22.35;9.45;14.06;20.55;10.51;13.22;13.1;12.67;21.67;27.92;7.15;9.28;6;26.08;14.13;17.09;11.17;14.85;12.27;11.38;14.79;38.66;22.71;9.65;6.62;11.48;8.76;22.15;6.22
NO2;uur;µg/m³;2024-05-15T23:00:00+01:00;2024-05-16T00:00:00+01:00;6.76;11.54;9.78;11.37;8.42;7.03;6.82;10.16;13.93;16.94;12.27;6.58;12.86;15.67;6.18;26.1;9.07;10.25;13.54;9.29;11.38;13.67;8.69;14.72;22.98;7.21;25.31;6.02;13.6;11.06;11.27;20.68;10.44;13.31;9.68;6.57;27.41;17.1;13.19;7.76;13.15;11.71;11.02;8.02
NO2;uur;µg/m³;2024-05-16T00:00:00+01:00;2024-05-16T01:00:00+01:00;7.42;15.54;8.19;10.41;7.54;11.28;7.17;14.18;11.64;12.22;11.04;11.89;10.1;20.48;7.25;32.02;18.05;;14.12;13.01;;17.6;14.45;10.91;;6.3;11.47;5.9;9.55;;9.99;26.41;9.35;10.63;8.85;6.39;33.8;22;9.7;6.7;21.04;6.19;13.17;6.91
NO2;uur;µg/m³;2024-05-16T01:00:00+01:00;2024-05-16T02:00:00+01:00;7;14.87;6.26;8.16;6.12;8.79;5.77;16.1;11.22;13.11;9.36;12.49;9.17;22.5;6.56;40.67;13.17;;13.9;11.87;7.62;13.86;13.4;16.94;28.72;9.67;15.91;3.63;9.66;;8.32;18.79;7.22;10.56;6.73;4.34;11.7;9.54;9.04;4.11;26.72;7.01;20.14;5.08
NO2;uur;µg/m³;2024-05-16T02:00:00+01:00;2024-05-16T03:00:00+01:00;5.57;16.44;6.12;6.69;5.39;10.41;5.74;11.84;11.21;10.86;10.1;10.97;9.95;19.8;9.19;45.01;11.05;;18.25;14.46;7.65;11.94;15.82;17;23.85;5.11;27.16;3.64;15.07;;7.55;20.54;5.96;6.03;6.07;5.72;9.47;8.32;4.68;2.88;34.42;4.4;25.82;4.31
NO2;uur;µg/m³;2024-05-16T03:00:00+01:00;2024-05-16T04:00:00+01:00;6.08;17.88;6.68;8.54;6.39;12.36;5.88;11.15;11.78;10.77;9.61;11.35;9.87;16.08;10.34;43.58;10.28;;17.23;10.8;9.45;11.24;14.1;17.68;21.31;4.88;14.8;2.72;22;;8.63;24.82;6.36;6.98;5.68;6.43;13.86;8.16;3.74;3.6;32.89;4.09;22.89;4.7
NO2;uur;µg/m³;2024-05-16T04:00:00+01:00;2024-05-16T05:00:00+01:00;7.2;16.32;7.91;10.7;7.47;9.89;6.25;13.01;13.04;11.71;10.44;14.03;8.97;17.19;15.82;38.39;6.98;;20.77;8.54;10.84;10.15;12.75;23.44;25.49;4.26;37.7;2.73;14.93;;12.16;31.6;8.49;9.74;5.53;8.06;18.38;12.55;4.58;5.46;15.07;4.41;20;4
NO2;uur;µg/m³;2024-05-16T05:00:00+01:00;2024-05-16T06:00:00+01:00;8.66;13.88;10.08;17.2;11.27;12.83;7.28;16.47;22.84;10.95;9.94;12.74;11.22;31.98;18.4;16.79;10.93;;17.67;13.37;11.26;15.41;21.86;34.48;25.27;5.19;44.82;4.59;17.03;;25.83;37.92;11.52;13.75;6.53;9.08;27.67;19.22;7.6;7.15;8.08;5.09;18.68;4.49
NO2;uur;µg/m³;2024-05-16T06:00:00+01:00;2024-05-16T07:00:00+01:00;12.61;27.27;15.13;29.35;17.44;15.04;7.03;18.45;31.18;15.68;14.85;13.11;16.16;23.81;35.54;10.84;15.36;;21.29;19.14;8.49;21.39;25.5;37.05;25.17;6.74;47.83;7.98;16.94;;35.72;35.84;21.58;16.7;8;14.54;47.73;33.89;10.99;10.26;6.89;4.92;20.4;4.67
NO2;uur;µg/m³;2024-05-16T07:00:00+01:00;2024-05-16T08:00:00+01:00;14.13;17.74;6.28;27.36;11.03;12.94;8.18;25.6;32.79;15.93;15.95;22.09;20.88;25.11;22.15;13.43;16.21;;24.79;17.8;7.39;33.31;21;35;21.18;7.78;48.08;6.08;26.78;;29.03;33.38;18.08;;11.45;15.4;42.92;18.91;13.44;10.61;6.81;4.64;18.26;4.91
NO2;uur;µg/m³;2024-05-16T08:00:00+01:00;2024-05-16T09:00:00+01:00;8.07;12.48;5.2;16.48;5.68;12.4;10.33;18.14;22.55;22.42;11.64;22.03;16.15;15.93;17.07;7.77;14.85;;22.76;18.65;5.35;23.78;18.49;33.9;19.47;8.71;26.09;7.7;23.52;;24.72;32.44;16.13;;9.99;6.24;25.8;12.93;11.73;8.92;6.16;4.52;16.73;4.06
NO2;uur;µg/m³;2024-05-16T09:00:00+01:00;2024-05-16T10:00:00+01:00;4.96;12.17;3.12;9.29;2.58;12.5;15.21;23.31;17.66;29.79;16.32;13.54;13.4;10.75;19.7;6.22;13.29;;24.58;11.89;4.85;21.6;16.3;31.74;20.09;9.76;27.39;8.11;26.8;;25.7;26.31;11.47;;6.83;6.38;18.16;10.57;11.15;6.12;5.9;4.5;20.76;4.25
NO2;uur;µg/m³;2024-05-16T10:00:00+01:00;2024-05-16T11:00:00+01:00;2.25;4.63;2.84;10.95;2.39;7.49;20.26;11.34;11.99;32.63;13.08;12.45;6.05;8.68;22.32;5.46;11.78;;17.23;10.38;11.78;19.4;9.2;28.58;22.1;11.4;23.95;6.63;20.51;;19.62;14.31;10.46;;10.71;10.9;15.88;13.13;11.48;6.52;4.59;4.23;17.62;3.34
NO2;uur;µg/m³;2024-05-16T11:00:00+01:00;2024-05-16T12:00:00+01:00;1.4;2.62;;9.55;2.75;3.55;8.42;8.99;15.53;27.63;14.44;8.78;4.45;4.44;15.91;2.83;14.16;;15.82;;17.78;18.28;9.79;28.91;37.58;10.16;31.29;7.72;12.07;;21.38;9.34;9.07;;6.67;10.67;9.66;7.2;8.73;6.59;3.93;3.52;15.47;2.49
NO2;uur;µg/m³;2024-05-16T12:00:00+01:00;2024-05-16T13:00:00+01:00;2.81;3.11;;12.25;1.96;2.65;6.82;8.91;12.47;22.83;11.02;2.91;3.53;4.08;9.09;2.25;17.53;;7.36;;8.6;22.04;16.09;21.47;47.26;8.28;22.51;7.07;6.64;17.3;19.41;9.11;8.61;;5.89;6.4;7.99;5.28;8.5;7.06;4.05;3.61;14.32;3
NO2;uur;µg/m³;2024-05-16T13:00:00+01:00;2024-05-16T14:00:00+01:00;3.59;3.16;;8.5;4.61;3.04;5.96;7.1;13.42;25.71;9.56;4.69;5.65;3.75;6.44;4.06;20.36;;8.27;;5.63;19.92;14.35;19.71;33.46;7.59;14.88;4.1;6.26;17.57;18.43;13.77;8.56;;3.61;3.2;9.03;4.74;6.76;8.71;4.72;3.56;16.42;2.56
NO2;uur;µg/m³;2024-05-16T14:00:00+01:00;2024-05-16T15:00:00+01:00;6.65;3.34;5.79;11.42;3.71;2.3;5.4;9.27;14.82;29.64;8.68;4.38;5.58;3.5;3.52;6.44;12.61;;10.53;;6.5;14.16;11.83;24.38;26.46;7.61;13.44;2.63;5.52;16.88;21.59;19.96;7.87;5.33;3.12;2.75;12.46;5.37;4.46;9.45;4.59;3.99;19.3;3.12
NO2;uur;µg/m³;2024-05-16T15:00:00+01:00;2024-05-16T16:00:00+01:00;6.15;4.91;2.95;15.14;2.56;4.28;7.2;10.93;18.22;29.48;12.61;6.15;7.91;4.38;3.27;6.16;14.1;13.36;7.9;;8.71;20.3;13.51;23.81;35.71;6.06;10.84;2.15;3.44;19.18;21.75;18.09;6.28;5.43;3.35;3.88;11.4;5.67;4.86;9.21;5.19;6.36;19.63;4.56
NO2;uur;µg/m³;2024-05-16T16:00:00+01:00;2024-05-16T17:00:00+01:00;5.93;7.12;3.67;11.49;3.83;3.98;7.1;12.41;20;27.69;9.81;4.59;5.43;5.43;3.39;2.35;17.24;10.76;6.02;10.02;7.89;26.66;15.59;19.67;33.3;8.64;16.63;2.03;5.92;18.03;24.27;21.24;6.5;6.03;7.03;3.68;16.82;8.03;8.12;7.95;7.41;6.79;19.85;3.4
NO2;uur;µg/m³;2024-05-16T17:00:00+01:00;2024-05-16T18:00:00+01:00;4.14;8.79;4.34;11.84;4.07;3.99;4.12;14.94;20.3;25.16;7.44;4.4;4.3;4.69;4.08;3.17;20.81;32.81;4.21;6.57;6.72;29.11;21.28;16.88;32.34;6.66;13.88;2.61;9.51;21.99;23.37;21.44;7.72;7.73;5.55;5.97;14.16;11.18;11.6;7.93;8.92;7.77;19.32;6.17
NO2;uur;µg/m³;2024-05-16T18:00:00+01:00;2024-05-16T19:00:00+01:00;5.06;7.73;3.95;11.18;3.5;8.55;3.02;17.28;15.91;15.99;6.2;5.37;3.88;5.41;3.53;5.87;6;33.64;6.63;8.9;5.95;18.36;14.73;19.78;20.35;9.54;13.01;4.27;11.69;17.86;18.73;27;9.38;8.79;7.16;11.64;23.9;15.55;7.91;6.78;13.73;5.55;17.05;5.18
NO2;uur;µg/m³;2024-05-16T19:00:00+01:00;2024-05-16T20:00:00+01:00;5.56;11.05;5.79;23.28;6.98;8.58;3.9;14.6;31.06;15.61;8.93;4.38;6.58;19.66;4.71;7.4;4.67;27.37;4.96;13.44;5.17;12.68;7.91;41.49;9.77;7.93;12.32;2.77;10.97;22.03;25.22;26.07;15.56;10.17;6.25;7.5;29.59;16.63;4.74;6.28;10.53;6.91;24.39;5.73
NO2;uur;µg/m³;2024-05-16T20:00:00+01:00;2024-05-16T21:00:00+01:00;7.12;12.48;6.78;35.16;14.38;9.54;4.28;16.81;31.29;19.42;9.54;4.83;10.32;41.29;6.64;8.53;8.76;17.27;5.26;32.37;4.41;17.6;9.28;38.15;10.89;7.33;14.41;3.48;7.39;19.57;21.02;23.13;15.02;13.98;5.99;9.85;20.23;13.43;4.11;6.86;11.85;7.16;19.73;6.28
NO2;uur;µg/m³;2024-05-16T21:00:00+01:00;2024-05-16T22:00:00+01:00;9.43;9.81;6.07;31.02;19.99;12.81;6.15;11.79;19.66;19.64;12.23;5.06;8.5;37.35;9.04;10.33;5.2;12.33;8.68;33.92;1.81;13.24;10.1;31.39;10.12;6.13;8.41;4.71;4.45;14.28;16.64;34.31;10.89;5.74;5.55;6.8;20.63;11.77;6.43;4.77;16.09;7.38;23.97;7.35
NO2;uur;µg/m³;2024-05-16T22:00:00+01:00;2024-05-16T23:00:00+01:00;8.98;10.96;8.33;26.19;19.85;12.27;6.3;13.16;18.48;14.57;12.84;5.77;7.9;26.95;7.48;7.16;4.47;11.94;10.73;20.13;1.37;10.32;7.1;39.31;8.28;5.95;11.27;5.31;5.52;18.23;19.79;27.2;14.09;4.52;7.39;6.51;30.64;12.63;6.25;6.32;18.27;8.81;13.37;8.94
NO2;uur;µg/m³;2024-05-16T23:00:00+01:00;2024-05-17T00:00:00+01:00;8.05;13.3;6.66;15.07;14.07;13.12;4.65;10.79;12.21;12.87;14.45;16.14;7.27;51.37;5.1;6.78;5.19;11.23;13.9;11.34;2.89;10.03;9.88;16.98;7.84;6.22;35.13;5.07;3.41;15.29;13.96;22.32;13.79;3.31;7.47;6.9;38.19;16.42;7.92;7.25;12.13;10.57;13.49;6.89
NO2;uur;µg/m³;2024-05-17T00:00:00+01:00;2024-05-17T01:00:00+01:00;8.85;18.22;9.19;10.86;9.86;11.94;3.04;10.77;12.72;19.74;22.24;24.89;11.53;17.45;4.28;19.89;6.29;9.78;18.54;10.15;3.62;8.64;9.51;16.2;10.34;5.54;14.37;8.98;2.78;16.43;14.21;19.11;15.73;3.27;10.34;8.47;35.54;19.38;7.71;7.93;18.77;12.18;12.87;11.05
NO2;uur;µg/m³;2024-05-17T01:00:00+01:00;2024-05-17T02:00:00+01:00;9.13;17.42;9.57;9.51;8.49;11.6;2.48;10.19;11.19;17.85;22.93;29.34;10.49;28.31;6.23;19.28;4.55;7.77;22.46;11.08;2.8;6.25;7.98;10.25;6.89;3.8;10.9;6.76;4.08;13.88;9.99;13.6;13.13;2.62;8.11;12.3;43.44;27.6;7.42;8.85;19.32;11.4;11.12;10.49
NO2;uur;µg/m³;2024-05-17T02:00:00+01:00;2024-05-17T03:00:00+01:00;9.36;16.88;7.96;8.92;8.88;8.42;2.45;8.71;10.99;18.58;16.76;29.2;9.99;13.38;5.47;15.02;3.35;6.58;27.58;14.16;3.04;6.81;5.36;9.67;5.35;3.23;14.37;5.05;3.28;12.43;12.32;33.73;11.46;2.02;8.92;13.86;30.42;23.74;7.24;8.37;22.63;13.14;10.07;9.47
NO2;uur;µg/m³;2024-05-17T03:00:00+01:00;2024-05-17T04:00:00+01:00;8.27;12.46;5.41;8.26;10.28;7.67;4.19;7.04;7.94;15.91;15.25;32.36;7.11;10.43;6.37;14.84;3.42;5.92;29.72;8.17;4.78;4.12;5.72;8.3;4.69;3.97;15.87;8.12;7.27;24.82;24.91;33.4;24.96;1.62;8.46;9.12;18.47;16.4;7.41;7.66;23.98;16.36;10.14;8.06
NO2;uur;µg/m³;2024-05-17T04:00:00+01:00;2024-05-17T05:00:00+01:00;7.59;11.57;5.23;9.8;7.92;7.99;4.17;10.07;9.87;24.05;20.3;41.11;5;11.17;5.8;13.48;4.18;4.19;15.76;6.68;3.09;6.91;6.27;14.9;7.36;5.59;6.81;6.47;10.53;30.64;33.72;31.19;30.26;3.93;7.81;11.39;23.75;19.72;6.3;6.77;21.01;17.08;13.6;9.94
NO2;uur;µg/m³;2024-05-17T05:00:00+01:00;2024-05-17T06:00:00+01:00;9.66;8.64;7.74;13.77;5.84;7.95;4.76;11.47;15.7;24.45;21.95;18.34;5.83;22.06;3.94;10.72;6.06;5.32;14.99;6.42;3.21;9.54;10.33;24.76;13.74;6.17;25.07;9.69;19.21;15.18;26.62;30.58;13.97;9.57;7.61;17.29;27.97;23.54;5.95;5.79;20.3;13.67;17.39;8.68
NO2;uur;µg/m³;2024-05-17T06:00:00+01:00;2024-05-17T07:00:00+01:00;11.23;9.75;7.15;20.73;7.83;8.4;13.74;13.15;22.31;11.87;6.04;10.68;7.23;28;7.44;12.71;10.39;10.48;12.15;7.98;3.91;18.47;14.73;22.12;15.6;3.36;33.54;7.63;17.23;12.14;21.07;28.39;11.26;12.76;7.48;14.13;31.68;24.66;6.39;7.15;18.74;12.93;22.7;11.22
NO2;uur;µg/m³;2024-05-17T07:00:00+01:00;2024-05-17T08:00:00+01:00;9.98;7.11;6.67;20.66;8.64;8.55;21.89;16.17;26.7;10.87;6.79;11.62;8.42;18.4;20.97;15.39;13.64;13.57;12.66;6.36;3.71;20.08;15.86;22.34;15.7;4.43;35.78;5.67;17.31;9.11;25.61;33.02;8.88;17.11;9.01;12.72;29.51;23.94;8.58;11.86;12.64;10.72;24.18;6.61
NO2;uur;µg/m³;2024-05-17T08:00:00+01:00;2024-05-17T09:00:00+01:00;9.18;11;8.49;22.55;8.84;8.2;14.26;15.91;22.05;11.87;9.69;10.77;11.32;9.47;18.32;33.02;8.91;11.87;15.75;7.88;1.47;15.12;11.37;23.21;11.69;7.01;36.25;5.4;14.44;8.84;17.88;31.33;8.91;16.36;9.19;7.18;24.66;16.96;9.16;8.28;6.99;7.52;13.38;5.14
NO2;uur;µg/m³;2024-05-17T09:00:00+01:00;2024-05-17T10:00:00+01:00;10.05;8.9;7.4;19.42;8.55;8.94;10.04;15.61;17.25;14.81;12.93;17.16;10.22;7.48;13.32;24.26;9.87;13.15;14.61;10.09;2.83;16.16;10.99;18;12.27;5.6;34.8;5.04;13.3;12.32;20.02;32.95;11.67;17.61;8.36;5.59;21.25;11.09;9.11;8.67;5.63;5.64;10.42;3.77
NO2;uur;µg/m³;2024-05-17T10:00:00+01:00;2024-05-17T11:00:00+01:00;6.24;6.32;9;19.4;7.6;8.02;12.46;13.46;15.87;19.2;13.15;17.61;7.01;7.23;11.89;12.93;7.31;8.44;11.71;11.68;3.93;11.91;7.6;15.47;8.92;6.6;23.78;3.83;19.43;11.19;21.16;26.95;10.7;13.6;8.15;5.09;28.98;9.44;7.72;8.17;5.13;5.58;9.95;3.61
NO2;uur;µg/m³;2024-05-17T11:00:00+01:00;2024-05-17T12:00:00+01:00;6.28;6.18;7.23;21.09;7.66;6.14;10.96;15.54;15.78;14.48;7.98;14.33;8.11;6.23;11.11;10.15;7.76;7.91;12.45;9.18;5.5;15;8.64;13.61;8.79;5.07;26.78;4.13;9.77;6.07;12.04;10.42;5.33;5.03;7.36;2.94;28.6;7.36;6.72;6.08;4.32;4.65;12.13;3.01
