Export;EXP-2024-001 (2024-05-16T10:58:09+01:00);;;StationsCode;NL10107;NL10131;NL10133;NL10136;NL10138;NL10230;NL10235;NL10236;NL10237;NL10240;NL10241;NL10246;NL10247;NL10248;NL10301;NL10318;NL10404;NL10418;NL10437;NL10442;NL10444;NL10445;NL10446;NL10449;NL10450;NL10538;NL10550;NL10617;NL10633;NL10636;NL10639;NL10641;NL10643;NL10644;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938
NO2;uur;µg/m³;2024-04-07T18:00:00+01:00;2024-04-07T19:00:00+01:00;10.32;2.44;3.97;15.55;5.87;3.87;9.9;7.91;14.68;13.68;5.57;5.98;7.13;4.34;7.62;4.33;8.6;26.02;11.42;6.91;8.37;20.85;29.74;24.07;34.64;53.36;12.8;5.6;6.64;11.59;16.16;28.43;7.42;5.51;4.82;3.34;10.12;6.74;2.11;3.35;3.29;2.35;2.71;16.95;3.96
NO2;uur;µg/m³;2024-04-07T19:00:00+01:00;2024-04-07T20:00:00+01:00;12.23;3.25;6.29;27.1;7.01;4.45;9.62;8.25;13.93;13.09;6.28;6.89;7.05;4.47;7.73;4.25;36;52.13;12.05;14.81;8.68;39.15;33.52;26.45;46.31;30.79;14.81;10.36;5.85;16.92;15.29;30.22;9.98;9.39;4.69;4.7;10.46;6.99;2.56;4.82;3.2;2.63;2.59;20.05;5.8
NO2;uur;µg/m³;2024-04-07T20:00:00+01:00;2024-04-07T21:00:00+01:00;10.33;5.19;7.03;32.25;18.16;6.04;9.01;9.7;15.34;10.33;6.81;4.54;7.09;4.23;11.97;4.55;36.25;44.72;8.89;14.88;7.08;42.34;40.53;35.22;59.27;17.25;13.17;10.84;4.77;17.8;21.79;27.57;11.46;10.23;3.91;4.27;11.62;4.52;1.86;8.68;2.86;3.26;2.92;8.54;6.47
NO2;uur;µg/m³;2024-04-07T21:00:00+01:00;2024-04-07T22:00:00+01:00;10.4;6.47;5.49;24.62;13.17;6.57;6.86;11.06;21.54;10.89;8.13;5.71;10.52;5.29;15.89;4.16;39.14;43.83;8.02;11.62;8.72;49.59;28.22;36.17;64.93;8.05;13.01;8.98;4.58;12.57;18.98;30.2;10.28;6.68;6.06;4.78;18.83;9.68;2.32;7.9;3.67;2.68;3.56;5.28;4.32
NO2;uur;µg/m³;2024-04-07T22:00:00+01:00;2024-04-07T23:00:00+01:00;9.41;4.14;3.5;10.75;6.95;4.7;16.42;8.01;12.42;9.65;7.51;7.91;6.78;7.92;13.9;2.67;29.73;31.07;11.34;15.35;12.58;39.35;25.1;53.68;49.88;12.18;17.4;11.67;4.17;11.25;13.95;21.11;8.63;6.94;6.38;4.94;15.77;9.94;2.61;7.43;6.96;2.5;2.8;13.14;3.27
NO2;uur;µg/m³;2024-04-07T23:00:00+01:00;2024-04-08T00:00:00+01:00;3.84;3.39;4.42;6.07;2.8;3.47;26.1;11.27;10.6;16.79;9.58;4.69;6.97;7.35;17.21;2.65;30.77;35.73;12.87;10.76;13.55;35.62;34.27;34.98;45.28;9.87;23.23;10.04;3.55;13.81;19.02;37.49;10.4;8.66;3.54;5.55;10.43;8.59;2.27;6.48;5.91;2.95;3.14;8.08;3.19
NO2;uur;µg/m³;2024-04-08T00:00:00+01:00;2024-04-08T01:00:00+01:00;4.51;4.95;3.16;6.72;4.87;6.22;5.7;7.65;9.07;9.7;9.88;7.01;7.96;6.96;18.98;3.55;45.32;50.46;10.53;8.99;13.84;41.26;;52.59;48;8.32;15.84;9.4;10.07;15.29;20.62;22.55;11.53;9.56;4.98;;7.45;5.51;4.43;7.11;5.93;3.29;4.05;5.22;4.62
NO2;uur;µg/m³;2024-04-08T01:00:00+01:00;2024-04-08T02:00:00+01:00;5.33;4.52;3.61;5.69;4.44;7.98;10.6;7.06;8.34;9.77;8.51;11.14;5.52;7.19;18.92;3.32;48.29;52.28;9.47;11.72;14.57;41.05;30.47;57.66;42.15;11.44;17.66;5.38;10.87;16.4;27.06;9.57;13.78;12.8;5.03;4.61;5.44;4.28;3.54;6.07;6.35;3.72;4.4;7.63;4.68
NO2;uur;µg/m³;2024-04-08T02:00:00+01:00;2024-04-08T03:00:00+01:00;5.48;4.96;2.97;5.54;4.36;9.39;15.39;6.71;5.99;9.26;6.14;12.37;5.52;6.04;13.16;3.22;48.79;23.23;14.09;11.29;13.49;42.35;28.24;37.08;45.32;62.27;15.93;3.65;15.01;13.87;13.14;17.19;13.32;10.89;6.15;5.13;5.25;4.47;3.31;3.86;5.67;4.63;4.61;6.82;5.98
NO2;uur;µg/m³;2024-04-08T03:00:00+01:00;2024-04-08T04:00:00+01:00;5.18;7.01;2.83;12.43;5.08;8.79;10.84;7.18;4.94;9.58;4.62;9.54;5.4;6.1;9.51;4.21;54.17;25.12;11.81;10.05;14.08;39.86;24.53;32.1;50.65;23.72;17.15;3.68;13.96;11.99;15.27;11.95;12.22;10.75;4.64;5.18;5.18;4.53;3.43;3.64;5.84;3.84;4.52;8.83;5.45
NO2;uur;µg/m³;2024-04-08T04:00:00+01:00;2024-04-08T05:00:00+01:00;8.26;7.12;2.88;17.29;6.25;6.67;10;7.17;9.35;23.17;6.55;6.88;6.02;7.77;17.78;9.1;57.52;23.18;13.75;9.17;14.48;44.56;37.8;41.75;69.44;21.16;22.4;5.53;9.1;13.72;14.26;19.39;10.94;8.63;4.85;5.84;6.45;4.81;3.05;4.69;5.44;3.77;5.98;7.12;4.41
NO2;uur;µg/m³;2024-04-08T05:00:00+01:00;2024-04-08T06:00:00+01:00;13.28;9.44;5.94;20.95;8.8;9.34;7.83;13.13;19.42;40.6;13.94;10.04;9.56;10.11;11.11;10;64.5;22.71;10.27;10.92;13.42;62.43;48.77;53.58;71.87;51.97;41.25;6.61;8.91;16.35;22.5;12.16;11.81;12.06;6.46;6.44;11.22;7.3;3.52;6.85;7.62;4.88;8.82;12.3;6.06
NO2;uur;µg/m³;2024-04-08T06:00:00+01:00;2024-04-08T07:00:00+01:00;12.87;15.18;13.89;35.57;12.79;16.45;10.68;22.57;36.42;52.96;20.72;12.72;21.07;12.68;13.95;9.37;69.39;22.69;14.36;16.13;20.21;59.78;46.15;45.08;61.51;36.21;35.23;9.61;11.11;28.65;44.61;34.83;22.13;14.54;9.71;11.76;24.1;12.28;4.69;7.8;9.31;5.24;10.4;19.49;8.95
NO2;uur;µg/m³;2024-04-08T07:00:00+01:00;2024-04-08T08:00:00+01:00;11.09;12.88;16.75;30.92;24.12;13.37;17.78;32.57;41.38;43.2;28.03;14.32;19.08;13.25;15.91;8.11;52.75;27.41;15.47;17.38;27.19;49.95;33.68;48.62;60.49;26.93;34.25;9.27;10.52;29.13;32.96;33.12;18.17;16.3;8.97;14.97;26.24;20;5.43;9.46;7.51;6.7;7.05;22.99;10.52
NO2;uur;µg/m³;2024-04-08T08:00:00+01:00;2024-04-08T09:00:00+01:00;12.6;15.21;10.38;23.6;13.35;10.76;34.69;23.53;23.19;36.79;16.22;16.74;10.52;11.44;25.31;7.84;33.12;30.45;18.45;24.55;27.62;38.19;26.13;40.93;53.08;15.43;29.45;8.26;12.01;24.46;30.64;26.19;15.71;11.15;8.69;8.45;19.95;17.41;6.78;5.97;6.97;8.57;6.29;20.51;9.79
NO2;uur;µg/m³;2024-04-08T09:00:00+01:00;2024-04-08T10:00:00+01:00;11.21;15.55;15.75;32.47;19.08;5.84;19.12;13.78;13.5;29.17;9.34;19.8;6.7;10.75;19.93;15.77;28.27;23.29;14.75;19.98;20.35;26.52;21.31;35.27;43;11.52;24.2;6.65;12.67;19.48;24.93;11.63;13.47;12.03;4.36;5.78;21.79;7.54;5.84;6.23;6.6;6.95;5.52;17.7;7.94
NO2;uur;µg/m³;2024-04-08T10:00:00+01:00;2024-04-08T11:00:00+01:00;9.95;13.4;13.74;32.82;16.48;4.73;9.61;10.18;9.57;15.39;4.94;13.35;4.81;6.57;17.19;27.92;28.45;18.14;10.47;13.81;14.16;25.78;16.61;32.13;45.55;9.07;22.71;3.62;8.73;14.23;15.49;11.06;;7.91;2.13;4.67;16.24;8.83;2.87;4;8.7;3.97;4.16;18.73;6.58
NO2;uur;µg/m³;2024-04-08T11:00:00+01:00;2024-04-08T12:00:00+01:00;9.53;10.4;5.79;15.33;11.8;3.8;9.78;10.45;11.23;19.79;4.84;6.12;4.84;6.76;24.75;17.73;25.5;20.87;12.83;6.77;9.89;26.49;18.6;30.73;40.75;7.43;14.43;3.01;4.63;13.08;;18.58;;6.4;2.4;7.07;18.47;8.44;3.04;3.46;5.28;2.78;3.49;14.87;4.16
NO2;uur;µg/m³;2024-04-08T12:00:00+01:00;2024-04-08T13:00:00+01:00;7.98;11.53;6.71;17.74;5.07;3.93;9.39;14.9;12.41;23.24;5.88;4.61;7.78;7.75;17.1;6.76;22.91;23.63;6.96;4.73;8.35;24.26;16.78;30.1;38.84;7.96;13.34;5.08;5.02;11.03;;12.63;;6.45;2.35;7.07;13.85;7.89;2.62;2.87;3.74;2.23;2.49;12.33;2.96
NO2;uur;µg/m³;2024-04-08T13:00:00+01:00;2024-04-08T14:00:00+01:00;8.36;;7.78;28.35;7.78;7.25;5.14;20.43;22.8;31.53;6.63;4.88;13;10.73;10.08;4.63;22.78;19.92;5.02;5.96;11.55;23.23;15.12;29.29;43.02;7.56;15.73;3.82;4.82;15.56;;11.39;11.71;5.79;3.48;9.86;17.87;11.25;2.41;2.48;3.01;2.33;1.97;15.7;2.32
NO2;uur;µg/m³;2024-04-08T14:00:00+01:00;2024-04-08T15:00:00+01:00;9.68;;7.62;26.12;8.5;8.45;3.14;20.04;22.48;21.64;5.58;6.49;11.46;10.41;15.09;4.95;17.63;16.36;6.6;5.29;8.72;19.32;10.41;15.77;44.98;6.94;14.42;3.8;4.25;12.67;21.91;10.3;11.14;4.78;5.62;8.14;22.15;13.38;2.47;2.28;3.46;3.46;2.59;20.6;2.61
NO2;uur;µg/m³;2024-04-08T15:00:00+01:00;2024-04-08T16:00:00+01:00;9.01;;6.28;13.65;3.43;7.8;4.52;15.09;17.12;24.01;7.03;6.9;9.54;8.64;16.54;6;14.75;20.63;7.94;6.87;5.38;18.6;8.99;18.6;51.24;7.09;13.69;5.88;4.07;16.04;18.28;7.51;7.8;7.14;7.5;7.99;19.24;11.31;2.97;2.44;3.33;4.26;2.27;21.04;3.97
NO2;uur;µg/m³;2024-04-08T16:00:00+01:00;2024-04-08T17:00:00+01:00;7.18;10.31;4.1;18.34;2.88;7.09;3.25;12.45;12.06;20.56;5.68;6.57;7.06;7.84;7.16;5.1;12.9;23.12;6.59;6.65;5.04;15.32;6.91;15.71;55;6.2;15.37;5.01;5.83;19.71;21.05;8.94;11.33;10.78;9.23;9.99;21.47;11.35;4.37;2.08;4.3;4.73;2.45;25.15;3.83
NO2;uur;µg/m³;2024-04-08T17:00:00+01:00;2024-04-08T18:00:00+01:00;5.57;10.91;3.88;17.28;4.99;11.11;3.43;11.07;10.64;18.63;6.3;6.3;7.05;7.69;8.99;6.03;10;19.46;6.85;7.26;5.64;14.48;6.36;18.04;32.08;6.79;19.59;5.24;7.63;16.98;17.13;9.46;9.51;9.82;9.05;11.27;25.85;13.15;9.53;2.13;3.26;5.11;3.89;12.03;4.34
NO2;uur;µg/m³;2024-04-08T18:00:00+01:00;2024-04-08T19:00:00+01:00;8.91;15.68;5.98;26.93;6.18;11.38;4.03;14.47;13.36;24.77;7.44;7.99;8.31;11;9.37;6.07;14.55;22.98;8.79;12.34;10.43;19.37;10.09;26.74;38.9;6.13;20.37;6.13;7.57;17.08;27.65;10.4;12.2;13.63;9.43;13.95;27.14;15.9;8.76;3.46;3.5;6.08;4.07;10.18;4.34
NO2;uur;µg/m³;2024-04-08T19:00:00+01:00;2024-04-08T20:00:00+01:00;11.69;18.36;19.28;51.49;31.43;23.92;4.8;20.83;16.36;34.29;15.66;12.82;12.53;14.26;14.37;9.51;18.11;47.8;12.73;13.47;13.16;25.18;11.08;59.11;33.88;5.67;21.5;8.63;9.81;21.16;27.58;16.48;15.62;13.34;8.29;19.71;44.04;32.51;8.14;4.47;4.4;6.56;3.56;15.01;4.84
NO2;uur;µg/m³;2024-04-08T20:00:00+01:00;2024-04-08T21:00:00+01:00;12.56;20.88;10.3;34.77;25.38;23.06;6.58;26.57;22.42;30.98;16.27;14.82;14.24;19.81;12.17;11.08;24.79;40.6;15.25;16.32;16.46;29.14;18.37;40.93;40.63;5.39;29.07;8.47;11.23;20.97;25.53;17.76;19.34;19.44;8.57;23.16;49.24;40.97;8.47;4.59;3.71;6.74;4.95;10.46;4.74
NO2;uur;µg/m³;2024-04-08T21:00:00+01:00;2024-04-08T22:00:00+01:00;13.14;21.85;8.28;38.04;18.11;20.66;6.22;24.81;27.17;31.65;17.74;13.3;17.96;25.04;11.86;11.17;30.91;42.56;13.17;14.91;15.91;28.31;18.9;34.8;34.3;6.36;28.06;7.42;16.73;22.61;25.59;18.1;21.09;23.67;8.99;11.43;33.47;22.62;8.32;5.43;4.56;7.4;4.52;9.6;4.93
NO2;uur;µg/m³;2024-04-08T22:00:00+01:00;2024-04-08T23:00:00+01:00;11.99;22.1;6.92;34.01;15.39;21.92;8.21;20.69;24.48;31.49;17.82;10.59;15.37;30.6;5.62;2.64;26.14;39.23;11.13;17.23;18.51;26.39;16.62;48.72;32.88;5.85;23.14;5.01;19.6;15.16;20.8;15.79;14.72;32.14;8.07;7.81;25.4;16.3;7.37;4.68;4.48;7.4;4.33;8.4;5.12
NO2;uur;µg/m³;2024-04-08T23:00:00+01:00;2024-04-09T00:00:00+01:00;10.4;21.27;4.01;19.98;17.94;13.09;7.46;17.37;17.48;7.48;5.62;4.31;12.51;28.5;4.08;3.16;16.93;19.42;3.07;7.18;15.41;18.31;14.41;19.72;21.63;5.23;17.96;5.16;13.87;12.94;22.43;13.85;11.72;20.06;8.87;6.18;18.62;11.88;8.16;4.11;4.27;7.17;2.99;6.57;5.05
NO2;uur;µg/m³;2024-04-09T00:00:00+01:00;2024-04-09T01:00:00+01:00;15.63;6.87;3.95;6.15;5.75;5.8;14.03;10.48;10.37;6.8;4.67;5.21;7.99;8.32;8.24;8.58;17.53;8.14;4.07;7.57;11.16;16.96;13.17;23.32;21.65;6.52;14.73;6.01;7.58;12.46;14.08;12.67;13.16;9.05;12.89;;12.46;10.71;9.17;5.86;4.27;6.34;4.89;7.77;5.32
NO2;uur;µg/m³;2024-04-09T01:00:00+01:00;2024-04-09T02:00:00+01:00;6.8;5.73;3.97;4.23;2.9;7.18;22.23;11.29;10.95;6.9;3.91;9.68;7.71;7.82;9.01;5.23;30.55;17.21;6.06;6.7;8.38;27.43;20.92;36.03;29.31;5.81;13.56;3.09;4.26;7.6;11.2;14.18;7.85;7.8;10.21;10.08;11.25;7.89;7.42;5.82;3.97;6.16;4.32;6.96;5.22
NO2;uur;µg/m³;2024-04-09T02:00:00+01:00;2024-04-09T03:00:00+01:00;5.12;4.77;4.2;5.27;4.74;5.72;9.72;8.85;6.45;6.45;4.04;11.77;6.62;7.52;6.59;3.28;13.05;12.32;6.3;7.69;9.5;10.61;10.44;32.95;12.59;15.93;9.31;4.59;5.51;4.73;7.49;7.21;4.96;4;8.8;5.84;6.38;5.7;6.75;6.08;3.26;6.76;4.64;6.89;6.28
NO2;uur;µg/m³;2024-04-09T03:00:00+01:00;2024-04-09T04:00:00+01:00;5.61;4.92;4.32;3.51;3.82;4.48;4.82;4.77;4.73;7.49;7.46;11.14;4.12;5.74;6.88;1.35;15.77;12.61;5.77;9.92;7.67;15.25;9.54;15.77;16.59;9.87;6.5;2.47;6.78;5.51;7.96;8.33;5.97;5.76;7.46;4.8;7.23;6.31;5.12;3.05;3.34;6.08;3.93;10.42;6.27
NO2;uur;µg/m³;2024-04-09T04:00:00+01:00;2024-04-09T05:00:00+01:00;5.22;2.66;3.52;3;2.56;6.15;8.54;4.53;8.36;10.29;5.78;2.45;4.23;3.04;3.57;1.36;14.26;9.8;5.29;9.57;7.55;18.76;10.97;26.19;26.35;15.35;8;3.42;4.94;6.75;13.15;12.33;6.27;5.9;6.75;4.44;6.47;4.76;5.15;3.52;3.82;5.91;3.5;10.27;8.55
NO2;uur;µg/m³;2024-04-09T05:00:00+01:00;2024-04-09T06:00:00+01:00;6.16;3.31;2.87;5.75;3.52;5.27;5.22;9.54;16.75;20.54;10.11;4.79;6.09;4.49;5.31;1.64;15.29;11.83;3.86;6.3;6.68;14.83;13.99;40.42;29.03;26.15;9.67;4.75;6.01;13.91;13.69;17.84;11.64;5.64;6.38;5.49;8.96;5.96;5.81;4.59;4.86;4.36;3.7;14.43;5.26
NO2;uur;µg/m³;2024-04-09T06:00:00+01:00;2024-04-09T07:00:00+01:00;4.15;3.85;3.29;7.53;4.07;5.09;8.29;7.11;12.67;23.06;16.1;4.88;4.48;3.86;5.14;2.47;10.03;13.52;5.01;9.49;7.24;12.84;8.93;40.09;21.77;16.21;11.27;5.19;6.76;13.57;14.51;20.74;8.82;5.92;7.54;6.53;12.64;7.19;5.68;6.79;5.77;4.45;4.19;14.11;6.47
NO2;uur;µg/m³;2024-04-09T07:00:00+01:00;2024-04-09T08:00:00+01:00;4.2;2.29;6.3;15.29;6.27;4.26;6.88;7.84;14.84;20.97;10.01;3.48;5.57;2.27;3.51;2.52;8.29;17.79;5.41;10.93;6.2;12.54;9.7;33.88;18.31;12.27;14.98;6.43;5.22;17.26;21.85;17.94;10.16;8.58;5.31;5.49;12.63;7.41;8.25;6.52;4.92;4.56;4.52;14.79;7.52
NO2;uur;µg/m³;2024-04-09T08:00:00+01:00;2024-04-09T09:00:00+01:00;5.84;1.89;4.95;7.18;4.9;4.04;7.19;6.34;9.91;16.91;7.63;2.76;3.17;2.52;3.64;2.08;7.42;10.76;4.16;6.31;4.32;9.26;5.82;19.92;16.01;11.72;8.01;4.7;5.06;10.87;11.32;13.99;6.72;4.76;4.88;5.43;11.14;6.94;6.73;5.87;6.35;5.76;6.19;18.25;8.22
NO2;uur;µg/m³;2024-04-09T09:00:00+01:00;2024-04-09T10:00:00+01:00;5.36;1.92;3.27;5.54;3.15;3.79;6.3;5.28;8.09;13.2;4.96;5.23;2.7;2.68;3.5;2.89;7.97;7.14;3.49;5.85;4.47;9.05;7.6;26.77;12.84;9.22;6.43;3.24;3.28;7.16;8.94;10.77;4.71;3.7;4.06;2.94;9.51;6.01;4.17;4.84;4.89;8.06;6.73;21.55;7.76
NO2;uur;µg/m³;2024-04-09T10:00:00+01:00;2024-04-09T11:00:00+01:00;3.62;1.35;3.59;5.59;2.92;3.36;6.44;5.5;8.96;8.91;5.49;3.68;3.68;2.14;2.94;2.53;7.65;;3.8;6.63;4.91;8.68;7.47;23.33;;5.78;8.45;2.7;3.46;8.56;11.28;10.64;5.3;3.9;5.17;3.44;10.12;5.36;3.42;3.52;3.49;6.81;5.37;13.57;6.24
NO2;uur;µg/m³;2024-04-09T11:00:00+01:00;2024-04-09T12:00:00+01:00;3.74;1.09;3.14;6.22;3.13;3.05;5.99;4.83;8.43;11.42;6.09;3.92;2.66;1.68;2.58;2.45;6.3;;4.04;6.21;5.42;7.87;7.46;21.82;;6;8.2;2.36;3.47;8.41;10.01;12;5.23;4.81;5.37;2.1;6.74;3.96;3.89;3.06;2.57;2.15;4.85;11.65;4.25
NO2;uur;µg/m³;2024-04-09T12:00:00+01:00;2024-04-09T13:00:00+01:00;3.29;1.07;3.03;6.75;3.39;3.06;5.8;5.6;9.86;12.82;5.84;2.98;3.32;1.95;2.75;2.58;5.73;12.97;3.2;7.2;3.63;8.09;5.45;40.39;;9.6;6.67;2.74;4.6;;11.95;12.96;5.97;4.42;2.6;2.04;6.41;3.84;3.75;2.74;3.1;2.44;3.96;13.39;3.95
NO2;uur;µg/m³;2024-04-09T13:00:00+01:00;2024-04-09T14:00:00+01:00;3.95;0.98;3.6;8.65;4.05;3.18;5.48;5.29;10.48;12.41;7.8;3.41;3.16;2.46;1.94;2.33;6.66;12.37;3.59;7.28;3.56;;;33.27;;9.45;6.83;2.99;3.8;;16.06;14.13;7.07;5.43;3.24;2.55;6.11;4.04;3.52;2.97;3.76;2.24;4.01;12.92;3.66
NO2;uur;µg/m³;2024-04-09T14:00:00+01:00;2024-04-09T15:00:00+01:00;3.42;1.21;3.87;8.11;3.75;2.41;4.86;6.91;10.72;10.02;8.07;2.99;3.84;2.82;2.06;2.29;6.1;15.02;3.24;6.25;3.18;;;24.89;;5.74;7.12;3.84;4.73;;11.57;10.25;6.41;4.2;4.82;3.65;8.91;5.38;3.51;3.68;3.65;2.34;3.83;11.86;4.08
NO2;uur;µg/m³;2024-04-09T15:00:00+01:00;2024-04-09T16:00:00+01:00;4.35;1.76;4.14;8.9;4.27;3.03;4.06;6.11;10.18;12.91;6.41;2.81;3.27;2.3;2.55;2.11;8.35;10.25;3.84;5.9;3.54;13.58;;20.99;;6.06;7.52;3.62;7.08;9.3;10.24;9.56;5.46;3.88;3.42;3.98;8.33;5.11;4.42;4.44;4.15;2.76;4.19;13.77;4.61
NO2;uur;µg/m³;2024-04-09T16:00:00+01:00;2024-04-09T17:00:00+01:00;4.64;1.28;4.96;9.79;4.88;3.91;5.13;5.58;12.43;12.44;7.56;3.12;3.38;2.78;3.29;2.48;8.94;10.21;3.97;6.38;4.42;17.25;;17.87;;10.17;8.91;3.17;6.13;7.4;7.92;9.07;5.31;4.19;4.18;3.25;10.33;4.33;4.81;4.44;3.78;2.74;3.97;10.83;4.59
NO2;uur;µg/m³;2024-04-09T17:00:00+01:00;2024-04-09T18:00:00+01:00;3.14;1.42;2.77;5.07;2.93;3.46;4.37;5.55;10.99;9.37;6.66;4.43;3.52;2.61;3.51;2.78;7.54;11.84;4.36;7.09;4.24;17.17;11.93;20.73;;12.03;9.55;3.23;5.64;8.71;10.17;9;6.83;4.73;4.75;3.7;9.95;5.55;4.92;4.29;3.49;3.13;4.89;10.97;4.53
NO2;uur;µg/m³;2024-04-09T18:00:00+01:00;2024-04-09T19:00:00+01:00;4.19;2.59;3.33;5.53;3.03;6.22;7.25;7.48;10.66;9.45;6.95;3.91;3.95;4.66;4.6;3.21;8.29;10.92;3.68;8.86;4.06;12.95;10.54;20.54;;10.55;7.57;3.91;7.09;8.78;9.36;10.87;7.12;5.11;5.09;4.79;11.89;6.26;5.14;5.57;4.13;2.98;4.82;11.77;6.36
NO2;uur;µg/m³;2024-04-09T19:00:00+01:00;2024-04-09T20:00:00+01:00;3.64;3.09;2.89;6.84;4.06;7.68;5.71;8.36;13.87;12.5;8.18;4.04;4.52;5.3;6.82;3.1;7.07;14.7;4.83;8.51;2.36;15.82;11.17;14.75;;9.26;4.66;5.57;7.83;9.3;9.06;9.8;8.29;6.52;4.48;4.85;12.87;7.4;5.74;5.52;3.32;3.69;5.3;9.48;6.12
NO2;uur;µg/m³;2024-04-09T20:00:00+01:00;2024-04-09T21:00:00+01:00;3.97;3.3;3.83;7.74;6.28;7.72;9.07;6.69;10.96;10.45;7.69;5.42;3.78;6.52;6.25;3;7.65;18.13;5.39;8.67;2.56;14.29;8.81;11.35;;7.04;4.82;4.32;5.25;9.87;9.72;6.29;8.42;7.26;5.32;5.41;11.88;7.83;5.11;5.45;2.78;4.04;3.97;8.97;4.66
NO2;uur;µg/m³;2024-04-09T21:00:00+01:00;2024-04-09T22:00:00+01:00;4.64;2.67;4.17;6.79;6.77;10.7;5.64;5.55;7.61;7.66;7.27;6.08;4.17;6.67;5.65;2.71;7.05;14.79;5.7;9.55;2.48;11.28;11.49;11.72;;3.77;4.19;3.24;4.94;8.58;9.36;5.6;7.69;6.66;5.99;5.18;12.13;7.87;6.48;4.15;2.52;4.01;3.37;7.35;3.79
NO2;uur;µg/m³;2024-04-09T22:00:00+01:00;2024-04-09T23:00:00+01:00;6.06;2.67;5.08;5.31;5.29;9.52;5.6;5.09;6.54;7.37;6.16;6.43;4.56;6.88;5.44;3.66;9.13;14.37;3.79;8.03;2.91;11.43;8.18;8.1;;2.66;4.05;3.48;4.58;8.55;9.82;5.46;7.65;6.59;6.13;5.36;10.29;7.6;5.9;4.26;1.8;2.97;3.14;6.15;3.17
NO2;uur;µg/m³;2024-04-09T23:00:00+01:00;2024-04-10T00:00:00+01:00;4.34;2.38;1.94;5.36;5.02;7.87;6.64;4.28;5.05;7.45;6.77;9.52;4.07;6.47;1.7;4.51;7.4;8.3;2.12;10.1;2;9.72;5.59;7.02;;2.32;3.24;3.37;4.14;8.25;7.11;4.39;7.4;5.12;6.21;5.78;9.36;7.51;4.46;3.35;1.57;2.72;2.98;4.48;2.52
NO2;uur;µg/m³;2024-04-10T00:00:00+01:00;2024-04-10T01:00:00+01:00;3;3.81;2.47;5.49;5.38;7.34;12.09;4.73;5.57;9.9;10.32;3.08;3.95;7.4;2.2;4.65;2.83;10.83;2.86;4.87;1.93;3.99;2.52;;;2.12;3.6;4.45;3.68;7.21;6.76;4.21;5.31;7.34;7.55;4.9;9.11;7.58;5.13;2.39;1.9;2.46;1.15;2.38;1.98
NO2;uur;µg/m³;2024-04-10T01:00:00+01:00;2024-04-10T02:00:00+01:00;3.6;4.32;2.87;5.36;4.24;9.38;8.11;5.82;6.77;7.16;6.3;2.96;4.79;7.32;2.07;4.96;3.03;11.87;3.11;4.56;2.9;3.88;2.97;12.98;;2.36;3.01;2.59;3.54;7.19;5.42;3.84;5.67;4.52;7.4;2.81;;;3.42;2.19;1.01;2.27;1.39;4.03;1.77
NO2;uur;µg/m³;2024-04-10T02:00:00+01:00;2024-04-10T03:00:00+01:00;3.8;5.1;3.02;5.47;4.17;8.59;2.89;6.63;6.98;3.75;3.21;2.61;4.9;6.25;2.73;4.06;3.04;10.6;3.16;5.03;3.14;4.13;2.66;17.28;;2.52;2.86;3.12;4;4.21;4.3;4.62;3.31;5.17;4.19;3.55;;;2.56;2.1;1.27;1.91;1.17;2.34;2.23
NO2;uur;µg/m³;2024-04-10T03:00:00+01:00;2024-04-10T04:00:00+01:00;5.77;5.53;2.89;6.45;7.32;7.08;3.56;7.99;8.39;4.88;3.16;3.34;5.63;3.48;2.82;2.82;2.88;8.56;4.83;10.14;2.65;4.04;2.95;14.35;;3.61;2.5;2.99;4.13;8.11;6.32;5.65;4.13;3.91;3.34;2.88;;;2.09;1.72;2.15;1.48;1.32;2.05;1.66
NO2;uur;µg/m³;2024-04-10T04:00:00+01:00;2024-04-10T05:00:00+01:00;6.67;5.86;3.53;8.99;6.71;3.7;4.39;9.45;13.42;11.77;8.21;3.79;6.14;3.49;3.7;4.36;5.57;8.37;4.6;10.71;2.6;6.47;6.94;16.24;;4.32;3.9;1.89;4.3;10.44;6.76;10.31;4.4;3.75;4.34;4.19;;6.22;2.26;2.15;1.66;1.91;1.69;3.83;2.34
NO2;uur;µg/m³;2024-04-10T05:00:00+01:00;2024-04-10T06:00:00+01:00;7.97;8.09;6.56;15.76;8.6;6.31;7.36;12.13;24.98;27.96;14.45;4.18;10.72;5.07;3.09;8.47;7.47;16.69;10.56;23.34;3.73;11.02;12.16;37.65;;5.98;11.43;2.81;4.44;20.36;17.3;25.9;8.4;5.2;6.38;5.53;;8.44;3.27;3.44;1.65;2.36;2;5.35;4.65
NO2;uur;µg/m³;2024-04-10T06:00:00+01:00;2024-04-10T07:00:00+01:00;10.84;9.67;11.69;19.46;10.86;14.16;12.94;21.1;41.87;45.61;26.74;11.43;19.8;7.17;2.96;10.01;8.42;27.6;9.94;28.7;3.53;14.73;17.11;63.05;;8.63;23.58;4.92;9.48;30.04;28.42;24.95;20.09;7.32;12.02;6.66;32.75;13.93;4.21;4.23;2.2;4.04;3.39;14.07;8.03
