Export;EXP-2024-001 (2024-02-21T15:02:22+01:00);;;StationsCode;NL10107;NL10131;NL10133;NL10136;NL10138;NL10230;NL10235;NL10236;NL10237;NL10240;NL10241;NL10246;NL10247;NL10248;NL10301;NL10318;NL10404;NL10418;NL10437;NL10442;NL10444;NL10445;NL10446;NL10449;NL10450;NL10538;NL10550;NL10617;NL10633;NL10636;NL10639;NL10641;NL10643;NL10644;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938
NO2;uur;µg/m³;2024-01-15T06:00:00+01:00;2024-01-15T07:00:00+01:00;9.14;5.02;8.33;11.24;9.14;3.72;3.85;7.81;19.59;25;15.33;3.54;4.78;5.6;1.64;3.14;3.68;9.42;6.84;16.95;0.46;13.01;15.69;19.6;13.81;1.94;4.85;2.66;2.32;15.99;18.26;29.19;9.58;5.25;3.24;4.57;17;12.47;3.33;2.34;1.05;1.12;0.79;7.97;3.77
NO2;uur;µg/m³;2024-01-15T07:00:00+01:00;2024-01-15T08:00:00+01:00;12.11;7.64;10.38;18.22;11.18;4.21;4.16;11.36;25.9;29.18;15.82;4.99;8.78;7.2;2.73;3.79;5.01;13.66;14.67;32.99;0.65;12.64;14.55;33.79;7.4;2.69;7.39;2.05;3.75;28.57;24.12;33.74;21.55;7.21;6.99;6.49;20.64;16.34;3.47;3.79;1.22;1.7;1.07;18.16;9.38
NO2;uur;µg/m³;2024-01-15T08:00:00+01:00;2024-01-15T09:00:00+01:00;14.18;7.47;11.24;19.42;13;8.93;11.15;14.28;24.32;27.71;14.28;3.44;12.56;12.6;2.76;2.82;4.11;21.29;7.52;31.08;0.74;16.68;11.69;19.12;8.56;2.98;9.95;3.93;3.35;37.13;26.64;29.9;21.94;5.13;7.25;7.98;34.89;22.45;5.36;5;1.49;3.21;0.92;15.79;6.41
NO2;uur;µg/m³;2024-01-15T09:00:00+01:00;2024-01-15T10:00:00+01:00;13.98;8.64;11.51;14.14;12.78;6;9.33;15.88;20.23;20.36;17.09;5.24;3.97;12.33;2.15;3.01;3.79;14.38;8.71;32.51;0.48;14.36;10.5;15.93;7.7;1.67;8.69;3.78;3.51;35.62;28.29;20.52;19.1;8.66;8.97;12.34;30.52;19.53;5.27;3.1;1.13;4.23;1.55;16.74;6.22
NO2;uur;µg/m³;2024-01-15T10:00:00+01:00;2024-01-15T11:00:00+01:00;10.11;10.56;12.72;16.14;14.6;5.99;7.5;9.11;13.71;26.16;16.67;3.48;5.15;12.94;2.01;3.46;5.06;12.34;9.68;23.84;0.51;17.61;9.77;14.95;8.19;1.54;10.24;4.22;2.55;30.5;24.52;17.01;19.47;7.35;10.32;11.21;23.35;14.38;5.92;3.02;0.87;3.59;1.47;16.61;6.74
NO2;uur;µg/m³;2024-01-15T11:00:00+01:00;2024-01-15T12:00:00+01:00;10.92;7.61;12.4;15.22;13.54;5.58;6.08;11.49;16.26;27.11;15.21;3.99;10.48;11.53;1.45;2.31;4.69;12.29;7.36;18.74;0.59;16.71;9.35;14.83;6.96;1.62;6.25;2.65;2.53;19.44;17.24;13.82;10.54;5.05;10.62;8.93;26.82;19.32;6.73;2.43;1.02;2.87;0.8;13.04;6.28
NO2;uur;µg/m³;2024-01-15T12:00:00+01:00;2024-01-15T13:00:00+01:00;14.49;7.31;11.56;16.13;14.46;4.84;10.11;10.78;15.14;21.06;10.38;4.59;7.05;10.82;1.42;2.43;4.88;12.5;8.94;24.76;0.44;12.86;8.39;14.61;7.18;1.53;5.73;2.3;3.61;17.42;16.9;18.04;12.22;2.86;9.17;11.08;21.61;16.45;5.12;1.64;0.93;2.29;1.15;10.47;1.98
NO2;uur;µg/m³;2024-01-15T13:00:00+01:00;2024-01-15T14:00:00+01:00;11.26;7.05;10.2;16.82;13.07;4.13;35.05;12.67;14.58;25.07;12.05;4.46;5.72;8.78;1.93;2.66;5.24;10.74;12.59;17.33;0.6;15.58;9.09;16.76;7.41;1.67;6.5;2.35;2.04;27.49;24.17;21.04;17.78;2.56;7.38;5.23;20.13;13.3;2.35;1.79;0.77;2.02;0.72;18.18;2.16
NO2;uur;µg/m³;2024-01-15T14:00:00+01:00;2024-01-15T15:00:00+01:00;7.21;8.86;9.02;14.32;10.18;7.69;13.27;18.57;22.51;35.14;16.55;3.91;4.55;9.91;2.17;2.21;4.4;9.86;9.98;21.18;0.43;12.93;12.97;20.73;10.97;2.01;4.52;2.31;2.8;17.74;16.88;19.26;12.02;3.16;3.59;4.03;27.07;16.02;4.58;1.92;0.88;2.35;0.83;12.7;2.3
NO2;uur;µg/m³;2024-01-15T15:00:00+01:00;2024-01-15T16:00:00+01:00;7.87;9.57;8.11;14.81;11.05;8.25;11.36;18.32;23.53;32.09;19.86;5.65;5.56;11.69;1.57;1.81;4.15;13.24;13.02;20.75;0.43;11.78;12.13;18.94;10.16;2.02;3.99;2.96;2.37;28.28;23.83;21.28;17.87;4.84;3.51;7.32;26.8;17.91;2.83;1.85;0.66;1.7;0.91;17.08;3.16
NO2;uur;µg/m³;2024-01-15T16:00:00+01:00;2024-01-15T17:00:00+01:00;10.38;11.55;9.11;16.79;10.82;11.89;5.04;21.68;28.6;47.58;25.03;6.53;6.6;15.51;2;2.88;5.74;14.17;10.29;23.68;0.58;10.66;10.22;15.62;7.45;2.28;4.54;1.89;2.52;15.26;14.31;17.66;11.82;3.28;4.83;8.92;24.35;19.08;4.57;2.31;0.9;2.08;0.94;14.12;5.75
NO2;uur;µg/m³;2024-01-15T17:00:00+01:00;2024-01-15T18:00:00+01:00;10.95;9.34;10.82;17.48;12.51;11.98;6.15;22.14;29.22;32.01;14.54;5.23;8.07;14.02;1.74;3.77;5.66;10.67;11.11;22.19;0.54;11.54;12.84;16.07;12.99;1.64;4.46;3.17;2.16;18.77;18.09;19.57;13.79;4.63;5.14;6.4;32.86;24.95;3.4;2.46;1.61;1.67;0.87;11.75;3.99
NO2;uur;µg/m³;2024-01-15T18:00:00+01:00;2024-01-15T19:00:00+01:00;9.99;12.98;9.96;15.53;12.32;10;4.62;19.78;21.3;33.5;18.68;5.43;7.86;12.63;1.71;3.27;7.43;14.81;9.51;16.99;0.58;14.2;14.7;22.78;10;2.3;5.25;2.14;2.49;28.98;20.96;14.8;19.92;4.26;3.76;5.08;27.55;18.98;2.73;3.02;1.05;2.26;0.82;10.01;4.1
NO2;uur;µg/m³;2024-01-15T19:00:00+01:00;2024-01-15T20:00:00+01:00;12.93;11.41;10.39;14.33;12.3;6.79;2.96;17.49;19.74;20.54;9.8;5;8.87;7.82;2.01;3.34;4.08;19.21;5.22;34.64;0.51;9.97;10.05;12.99;9.44;1.62;4.02;1.6;2.28;23.23;14.31;16.19;16.22;3.19;2.6;7.45;21.86;15.96;3.57;1.69;0.88;2.05;0.77;8.67;4.51
NO2;uur;µg/m³;2024-01-15T20:00:00+01:00;2024-01-15T21:00:00+01:00;12.64;9.96;8.57;11.71;10.45;5.69;2.99;13.73;15.61;19.2;9.64;2.59;3.85;9.65;2.23;2.37;3.4;12.11;4.77;32.76;0.69;13.62;7.9;14.93;8.38;2.23;3.93;1.05;2.14;14.98;11.11;10.94;9.66;5.59;3.53;7.79;17.06;11.9;2.47;0.99;0.73;1.41;0.93;10.18;2.9
NO2;uur;µg/m³;2024-01-15T21:00:00+01:00;2024-01-15T22:00:00+01:00;11.42;8.1;9.15;10.25;10.25;3.73;3.6;11.35;11.4;13.24;6.05;1.93;4.04;7.78;2.6;3.05;6.98;6.8;3.15;22.67;0.53;11.34;7.51;14.34;8.82;1.67;3.97;1.15;1.44;16.41;16.82;12.3;12.54;6.9;3.97;7.4;17.51;12.17;2.49;1.1;0.87;1.43;0.93;9.36;2.15
NO2;uur;µg/m³;2024-01-15T22:00:00+01:00;2024-01-15T23:00:00+01:00;9.49;5.26;12.1;10.6;10.12;3.02;4.68;8.38;8.49;12.3;6.09;2.8;3.26;9.99;1.71;3.5;6.65;13.52;5.99;13.6;0.42;14.86;16.65;19.83;11.67;1.59;3.62;1.36;1.5;12.83;11.91;11.96;9.21;2.58;4.26;6.91;16.49;11.78;3.26;1.4;0.68;1.96;0.85;10.47;2.07
NO2;uur;µg/m³;2024-01-15T23:00:00+01:00;2024-01-16T00:00:00+01:00;7.51;3.8;11.54;11.87;11.47;2.73;3.85;5.84;7.31;13.2;8.22;4.1;2.05;8.97;1.88;3.88;3.11;37.43;8.48;21.12;0.63;7.76;9.74;14.19;5.94;1.12;2.31;0.72;1.4;7.55;6.5;7.99;8.17;3.94;6.38;6.91;16.6;13.77;2.86;0.63;0.66;1.45;0.64;4.6;1.11
NO2;uur;µg/m³;2024-01-16T00:00:00+01:00;2024-01-16T01:00:00+01:00;12.34;4.59;10.4;10.12;11;3.85;3;5.21;7.44;9.62;7.82;2.86;4.39;7.65;3.2;3.99;1.77;7.54;5.3;18;0.9;4.93;6.52;10.66;4.68;0.95;1.55;2.88;3.02;8;6.41;9.35;7.32;5.07;7.16;6.75;13.37;11.56;2.64;0.6;0.96;1.31;0.53;5.97;2.06
NO2;uur;µg/m³;2024-01-16T01:00:00+01:00;2024-01-16T02:00:00+01:00;9.81;3.79;10.8;9.88;10.64;3.53;5.1;5.67;8.61;7.65;5.44;2.43;4.55;7.31;2.71;4.43;1.91;7.91;3.54;13.84;0.78;3.98;4.21;11.73;3.57;1.39;1.79;1.87;1.83;15.85;9.96;9.51;10.36;9.93;6.29;6.52;14.21;13.66;3.13;0.6;0.66;1.45;0.6;3.41;1.33
NO2;uur;µg/m³;2024-01-16T02:00:00+01:00;2024-01-16T03:00:00+01:00;9.15;4.14;9.42;9.48;9.95;2.89;6.59;4.82;5.44;5.79;7.33;4.48;3;6.62;2.93;4.22;2.89;4.31;3.74;12.27;0.92;4.9;5.42;9.94;3.19;1.01;2.88;1.97;1.13;9.13;8.83;4.47;8.93;6.38;7.2;5.3;9.48;9.23;3.53;1.9;0.79;1.62;0.75;5.4;1.35
NO2;uur;µg/m³;2024-01-16T03:00:00+01:00;2024-01-16T04:00:00+01:00;8.35;17.11;8.92;8.85;9.95;2.87;6.55;3.69;4.63;7.22;9.25;4.63;2.78;8.05;2.59;6.03;3.08;7.43;5.55;13.73;1.13;5.8;3.1;11.01;4.73;1.58;1.97;2.44;1.02;5.66;3.17;4.45;6.49;2.72;6.56;5.1;11.15;9.55;3.84;2.56;0.78;1.47;0.92;5.86;1.08
NO2;uur;µg/m³;2024-01-16T04:00:00+01:00;2024-01-16T05:00:00+01:00;9.82;4;9.15;8.31;8.38;9.45;12.64;6.36;9.11;11.18;13.63;4.34;8.49;5.33;2.84;5.69;4.77;11.55;2.92;8.86;0.91;6.9;8.27;13.87;5.38;1.3;3.83;4.63;7.92;5.74;4.89;7.73;3.97;2.48;7.95;4.04;10.81;10.06;5.61;1.43;0.81;1.75;1.17;5.53;2.95
NO2;uur;µg/m³;2024-01-16T05:00:00+01:00;2024-01-16T06:00:00+01:00;10.71;13.62;8.36;12.3;9.61;20.43;15.24;14.62;19.13;13.44;15.46;7.26;13.64;4.82;3.14;6.91;7.75;42.8;4.02;9.97;1.18;18.67;12.57;27.38;33.23;1.93;3.8;4.77;3.31;7.9;7.48;25.3;5.74;5.86;8.34;3.61;13.09;9.62;4.99;2.54;1.08;1.88;1.01;9.08;2.91
NO2;uur;µg/m³;2024-01-16T06:00:00+01:00;2024-01-16T07:00:00+01:00;12.59;21.64;10.75;20.23;14.65;22.77;21.61;18.94;28;26.79;27.07;19.34;14.26;10.6;2.61;9.22;5.96;49.2;9.91;16.85;2.68;15.73;25.8;46.22;22.49;5.75;11.13;4.91;2.8;20.76;16.42;20.03;12.02;10.91;6.98;5.87;17.69;10.57;4.83;5.47;1.34;2.78;1.2;12.64;3.68
NO2;uur;µg/m³;2024-01-16T07:00:00+01:00;2024-01-16T08:00:00+01:00;18.15;19.19;20.87;29.15;25.59;25.61;28.23;23.78;31.76;37.93;35.77;18.94;25.19;21.61;6.38;11.04;8.18;61.52;13.82;24.6;3.04;19.39;26.72;43.39;19.04;15.42;18.52;7.75;6.63;31.4;39.74;26.32;22.97;13.18;8.06;7.86;28.9;16.31;5.01;7.77;2.17;3.79;3.63;27.65;10.13
NO2;uur;µg/m³;2024-01-16T08:00:00+01:00;2024-01-16T09:00:00+01:00;22.63;18.13;26.34;30.28;29.36;24.32;31.61;28.92;33.81;49.39;41.36;26.34;25.17;30.95;15.77;14.73;9.79;58.64;14.64;25.11;2.95;24.94;25.02;39.8;21.33;15.34;39.56;7.54;16.53;52.53;52.23;52.84;31.14;19.38;9.92;8.73;31.85;29.14;6.33;8.59;1.32;6.9;4.49;34.6;12.49
NO2;uur;µg/m³;2024-01-16T09:00:00+01:00;2024-01-16T10:00:00+01:00;25.37;18.49;23.02;25.44;24.15;26.83;23.28;27.58;34.36;46.09;37.31;23.61;22.54;28.04;16.84;16.27;8.75;53.42;16.08;23.55;3.22;23.45;22.04;33.5;22.17;26.93;17.63;6.35;31.58;36.92;41.71;48.26;29.03;22.64;10.62;19.32;36.13;33.15;6.09;8.59;2.61;6.88;6.51;24;12.43
NO2;uur;µg/m³;2024-01-16T10:00:00+01:00;2024-01-16T11:00:00+01:00;22.59;18.7;25.2;25.9;21.02;25.77;22.87;27.76;32.24;35.69;25.71;18.01;22.75;27.94;21.19;16.64;7.73;41.88;17.12;24.02;2.51;20.13;15.5;26.56;20.2;11.42;14.43;13.05;25.21;29.83;33.73;45.25;22.39;19.24;17.32;24.79;30.58;27.45;6.74;6.23;4.47;6.66;4.11;20.25;8.46
NO2;uur;µg/m³;2024-01-16T11:00:00+01:00;2024-01-16T12:00:00+01:00;18.87;18;17.76;23.52;19.16;24.38;24.13;24.2;28.44;32.25;23.9;18.63;20.62;27.14;6.01;15.59;6.51;22.17;16.6;20.27;2.56;18.18;11.23;22.54;17.65;21.38;9.65;22.59;23.92;26.45;27.29;31.25;20.86;16.51;22.06;20.62;30.99;26.31;13.25;7.52;2.43;7.56;2.72;24.39;6.91
NO2;uur;µg/m³;2024-01-16T12:00:00+01:00;2024-01-16T13:00:00+01:00;17.81;17.43;11.93;24.35;17.53;23.13;19.58;22.57;27.04;28.02;23.36;19.78;17.88;27.34;2.3;13.18;5.67;16.7;16.85;20.3;3.26;16.34;10.31;14.46;16.92;21.36;13.21;18.48;10.15;;24.68;34.14;19.33;16.2;29.5;18.92;30.81;26.45;20.62;15.24;11.55;6.39;3.99;21.71;8.11
NO2;uur;µg/m³;2024-01-16T13:00:00+01:00;2024-01-16T14:00:00+01:00;18.02;18.27;11.02;18.98;12.59;21.91;16.75;21.31;25.01;30.07;25.03;20.27;18.28;27.48;2.16;11.78;5.53;12.17;16.93;20.2;2.44;15.48;9.77;18.3;13.44;5.81;11.45;15.29;4.73;;26.72;17.84;18.78;17.74;26.35;17.97;30.79;27.08;21.62;18.05;8.68;7.48;2.75;21.56;7.59
NO2;uur;µg/m³;2024-01-16T14:00:00+01:00;2024-01-16T15:00:00+01:00;16.11;19.24;11.47;19.36;14.34;21.57;17.73;22.6;28.78;36.35;26.02;17.43;18.92;29.36;4.25;11.13;7.51;20.83;8.8;21.38;2.74;21.32;13.81;17.01;18.09;8.9;16.1;14.7;4.42;;;16.59;20.68;19.7;22.25;18.83;34.7;28.57;19.47;14.69;3.33;11.95;7.26;29.45;12.86
NO2;uur;µg/m³;2024-01-16T15:00:00+01:00;2024-01-16T16:00:00+01:00;18.68;20.91;13.45;25.25;14.87;20.61;19.03;26.02;33.37;41.54;27.71;13.93;20.48;29.24;4.54;10.88;8.54;24.66;14.06;22.4;2.97;20.13;17.55;26.15;25.8;26.36;15.69;11.89;7.5;30.57;;26.57;22.59;24.38;28.06;19.41;37.65;31.83;19.44;15.79;4.67;16.9;10.27;32.96;17.18
NO2;uur;µg/m³;2024-01-16T16:00:00+01:00;2024-01-16T17:00:00+01:00;24.2;25.73;19.3;44.15;23.12;23.59;21.79;32.18;47.82;45.17;31.48;21.74;28.39;30.39;5.83;13.78;11.86;49.92;20.73;28.69;2.59;29.67;34.88;56.29;43.4;36.85;18.37;12.27;18.43;36.8;;45.25;33.34;25.56;27.58;25.2;39.94;37.01;23.79;15.55;4.58;18.05;10.01;31.32;19.33
NO2;uur;µg/m³;2024-01-16T17:00:00+01:00;2024-01-16T18:00:00+01:00;37.6;32.3;27.85;41.96;32.75;21.06;30.85;35.41;54.1;60.69;39.52;21.03;33.89;30.13;14.64;17.05;24.41;32.8;22.76;36.39;4.84;45.18;36.37;51.82;60.55;24.59;21.5;25.11;24.57;36.26;;43.73;35.83;31.65;28.13;34.14;41;37.05;26.09;17.91;7.68;18.71;8.2;31.62;23.11
NO2;uur;µg/m³;2024-01-16T18:00:00+01:00;2024-01-16T19:00:00+01:00;30.34;28.93;30.72;26.71;26.48;18.43;57.86;31.85;47.25;51.84;39.38;22.16;34.57;31.1;18.45;17.98;29.67;29.19;22.78;31.19;5.31;42.64;19.9;43.71;49.34;19.42;17.56;30.51;25.51;37.51;;40.24;37.2;27.33;29.04;33.92;35.95;33.08;30.28;27.87;11.99;22.23;8.11;30.34;18.08
NO2;uur;µg/m³;2024-01-16T19:00:00+01:00;2024-01-16T20:00:00+01:00;27.12;28.14;18.46;23.82;22.02;20.29;44.27;31.13;41.28;46.52;40.15;48.49;37.01;26.29;16.53;23.53;25.8;34.09;20.06;37.89;24.3;34.64;23.58;44.64;35;34.16;24.55;25.87;22.99;34.71;43.75;38.72;33.95;31.05;28.14;29.34;31.26;29.26;32.75;30.98;20.4;22.7;11.23;27.21;17.47
NO2;uur;µg/m³;2024-01-16T20:00:00+01:00;2024-01-16T21:00:00+01:00;20.36;30.11;16.13;19.05;19.68;24.22;55.49;29.47;36.27;43.62;34.23;42.18;32.05;33.75;18.8;24.95;29.27;31.6;34.25;36.03;22.7;40.27;25.23;40.79;39.06;38.87;20.9;23.17;24.26;41.27;45.35;33;42.23;39.07;25.42;24.16;31.58;28.96;29.37;30.93;19.74;24.97;14.43;30.41;22.99
NO2;uur;µg/m³;2024-01-16T21:00:00+01:00;2024-01-16T22:00:00+01:00;21.61;26.55;9.93;16.2;16.52;26.96;53.18;27.98;31.69;41.09;35.52;42.14;26.88;38.46;25.74;23.25;30.34;41.68;27.16;38.91;22.15;38.65;30.21;38.17;37.49;23.42;23.33;25.93;34.03;38.06;45.44;42.08;39.23;33.69;24.82;21.45;32.47;30.09;24.28;26.5;20.3;24.6;19.52;26.95;22.82
NO2;uur;µg/m³;2024-01-16T22:00:00+01:00;2024-01-16T23:00:00+01:00;15.24;23.43;9.23;13.63;13.97;26.21;43.82;26.93;28.22;41.78;37.36;40.29;25.47;36.61;23.96;18.44;33.16;29.82;25.81;39.45;22.29;44.37;41.39;47.99;47.15;20.05;27.69;22.61;40.92;32.22;38.35;40.98;32.63;30.32;23.27;22.76;28.23;26.27;20.74;22.44;18.33;21.97;17.66;25.39;21.59
NO2;uur;µg/m³;2024-01-16T23:00:00+01:00;2024-01-17T00:00:00+01:00;12.37;21.63;10.29;12.7;18.3;24.4;46.55;24.07;26.23;52.29;42.61;40.6;22.24;32.35;21.23;30.85;31.03;27.75;27.82;37.45;32.53;44.21;29.57;42.76;42.45;22.9;32.47;20.14;42.92;31.58;36.95;39.6;32.43;31.78;25.37;23.01;26.85;24.92;19.73;19.08;20.85;18.22;14.43;24.14;20.16
NO2;uur;µg/m³;2024-01-17T00:00:00+01:00;2024-01-17T01:00:00+01:00;15.69;18.05;10.45;9.51;12.54;17.53;41.47;16.42;17.35;34.14;33.03;34.96;17.45;28.28;18.08;24.07;26.76;30.69;27.53;35.74;24.03;34.52;;30.6;34.42;29.61;27.21;19.5;30.89;30.45;35.44;34.48;32.26;31.7;24.17;22.85;20.94;20.54;20.28;18.79;21.42;13.55;11.46;15.07;14.28
NO2;uur;µg/m³;2024-01-17T01:00:00+01:00;2024-01-17T02:00:00+01:00;22.58;16.17;9.27;9.01;13.4;16.12;38.72;17.17;15.6;26.13;27.72;30.67;16.26;19.9;18.78;17.08;27.36;42.32;26.78;31.96;19.8;30.48;24.88;33.94;27.02;27.09;23.71;21.59;31.77;32.76;37.51;33.19;33.66;33.45;22.66;22.04;17.33;17.27;19.42;16.41;19.09;14.09;12.37;11.43;10.92
NO2;uur;µg/m³;2024-01-17T02:00:00+01:00;2024-01-17T03:00:00+01:00;22.91;19.58;7.7;8;11.03;12.57;34.2;18.43;16;22.47;22.05;28.42;13.24;18.27;18.03;15.63;35.79;31.98;25.47;33.51;18.07;33.78;30.35;35.98;32.4;22.82;26.6;23;34.04;31.84;36.81;33.66;32.32;32.86;20.44;18.59;16.51;16.39;17.38;19.34;18.95;14.3;11.83;10.4;9.86
NO2;uur;µg/m³;2024-01-17T03:00:00+01:00;2024-01-17T04:00:00+01:00;24.01;17.55;6.43;8.03;10.79;17.27;30.94;16.43;14.71;23.61;22.22;26.98;14.1;15.38;14.65;11.34;34.11;23.15;26.84;32.82;21.03;45.68;27.14;35.27;41.15;21.57;21.82;21.99;33.09;29.15;32.97;31.97;30.21;29.03;18.96;16.62;16.56;16.6;14.76;22.84;20.78;13.83;12.18;12.02;11.55
NO2;uur;µg/m³;2024-01-17T04:00:00+01:00;2024-01-17T05:00:00+01:00;20.51;13.59;6.49;19.78;12.63;14.75;28.05;14.5;13.65;23.23;21.25;28.79;13.37;12.93;15.28;17.99;36.97;21.88;23.8;26.64;23.68;43.46;29.4;43.05;40.6;18.4;26.2;19.62;34.02;26.92;29.82;32.25;27.41;25.79;18.98;14.78;16.79;16.93;13.72;17.28;20.09;12.79;13.32;13.29;12.72
NO2;uur;µg/m³;2024-01-17T05:00:00+01:00;2024-01-17T06:00:00+01:00;18.58;15.07;7.96;30.11;16.29;12.42;32.79;21.55;19.54;32.59;20.2;25.55;17.46;13.45;16.66;12.66;42.66;28.91;27.86;22.12;28.21;36.45;40.07;24.22;38.17;26.79;29.08;18.37;30.55;24.11;32.97;40.21;25.34;21.89;18.01;13.27;17.79;17.77;14.87;17.16;20.84;11.3;14.06;15.27;15.13
NO2;uur;µg/m³;2024-01-17T06:00:00+01:00;2024-01-17T07:00:00+01:00;24.23;16.5;9.36;39.31;19.36;13.76;24.88;30.53;28.99;38.62;27.35;27.14;23.1;15.69;23.93;11.33;43.38;36.76;29.65;24.9;33.3;42.05;42.65;40.6;48.92;30.32;36.38;18.56;26.39;33.83;45.45;49.44;33.77;27.26;30.68;14;19.85;18.92;15.3;17.59;18.82;11.06;14.82;17.4;14.8
NO2;uur;µg/m³;2024-01-17T07:00:00+01:00;2024-01-17T08:00:00+01:00;27.64;25.04;25.71;50.16;30.87;17.27;15.87;46.81;36.52;45.44;28.76;26.14;32.26;24.51;22.18;12;52.67;42.07;28.99;25.34;39.68;54.09;51.94;50.4;59.06;30.91;46.72;18.89;30.2;39.32;49.27;37.12;36.17;27.85;48.12;27.94;25.38;23.06;15.1;16.37;18.6;11.14;14.71;26.13;16.56
NO2;uur;µg/m³;2024-01-17T08:00:00+01:00;2024-01-17T09:00:00+01:00;25.16;36.88;42.84;63.77;43.09;20.4;11.86;47.3;41.11;47.69;28.57;27.38;31.47;22.33;20.3;14.67;57.23;41.97;26.45;31.92;45.96;60.03;59.14;56.63;64.18;38.23;52.39;22.71;29.75;46.01;49.72;34.92;43.28;31.11;55.38;28.16;31.62;30;17.27;16.48;19.26;11.45;14.69;28.16;19.89
NO2;uur;µg/m³;2024-01-17T09:00:00+01:00;2024-01-17T10:00:00+01:00;25.4;38.73;47.79;58.83;48.09;17.91;;38.77;36.77;43.77;27.05;22.72;33.92;28.41;15.64;26.44;54.81;36.51;20.5;28.04;49.12;59.82;60.68;54.39;62.14;42.02;49.96;24.43;28.76;40.07;45.31;38.17;39.79;31.47;43.74;30.71;33.26;33.37;21.23;14.41;19.86;12.11;14.18;27.94;18.24
NO2;uur;µg/m³;2024-01-17T10:00:00+01:00;2024-01-17T11:00:00+01:00;23.88;36.01;47.51;59.84;47.93;18.54;17.95;33.55;39.6;32.65;26.9;26.86;30.73;29.68;25.68;31.14;55.59;37.77;20.59;25.57;45.36;59.99;54.47;56.48;61.99;43.19;45.95;23.43;24.62;40.74;42.31;33.79;38.59;29.23;36.61;34.26;34.29;32.85;27.96;17.09;20.44;13.9;13.79;28.26;19.88
NO2;uur;µg/m³;2024-01-17T11:00:00+01:00;2024-01-17T12:00:00+01:00;24.86;33.22;52.27;62.72;46.23;22.79;20.51;37.32;37.23;35.44;24.42;25.94;36.04;30.93;37.34;33.16;52.94;51.78;33.42;23.17;43.58;56.89;52.75;61.74;61.46;42.78;46.54;21.56;24.26;39.14;41.64;32.74;35.15;24.99;37.56;26.12;39.74;32.26;32;14.36;21.61;15.4;14.59;34.45;21.49
NO2;uur;µg/m³;2024-01-17T12:00:00+01:00;2024-01-17T13:00:00+01:00;23.46;30.49;41.25;50.16;34.53;29.41;23.72;39.31;44.63;37.54;25.04;28.71;32.39;37.03;35.98;34.2;53;52.17;31.42;24.84;45.6;57.51;53.5;66.72;67.67;41.29;47.61;18.96;23.58;39.74;44.74;37.39;34.47;26.04;37.91;23.6;37.16;36.9;29.09;14.08;19.37;18.67;14.88;31.97;19.98
NO2;uur;µg/m³;2024-01-17T13:00:00+01:00;2024-01-17T14:00:00+01:00;22.68;30.12;26.95;31.01;27.54;32.08;28.23;37.76;41.67;36.46;25.88;29.79;29.38;36.44;28.75;35.71;56.32;61.04;29.3;28.17;47.7;63.62;55.77;67.09;69.08;51.85;51.64;20.46;23.72;40.25;45.01;33.02;34.42;32.75;40.38;24.29;39.97;35.15;27.02;16.26;21.81;19.86;14.17;29.96;17.3
NO2;uur;µg/m³;2024-01-17T14:00:00+01:00;2024-01-17T15:00:00+01:00;24.87;33.44;25.3;31.28;24.56;34.99;31.56;41.75;49.05;31.55;25.34;30.72;31.51;33.84;26.88;55.31;62.41;60.36;36.56;29.29;50;68.62;53.47;68.57;73.05;48.7;53.4;22.69;24.92;42.42;43.67;43.03;34.65;38.58;43.07;26.53;45.33;37.64;28.02;18.53;24.34;19.45;17.35;30.18;19.5
NO2;uur;µg/m³;2024-01-17T15:00:00+01:00;2024-01-17T16:00:00+01:00;32.09;36.88;22.8;33.33;26.89;32.26;26.33;48.51;48.97;42.42;35.25;42.98;38;42.73;25.4;51.37;66.12;57.3;43.93;38.43;49.4;72.61;59.76;66.45;78.56;48.41;55.18;26.02;29.14;45.23;47.87;45.48;37.51;41.4;42.67;24.58;51.1;47.93;27.22;21.84;24.41;21.81;19.28;35.94;25.96
NO2;uur;µg/m³;2024-01-17T16:00:00+01:00;2024-01-17T17:00:00+01:00;35.58;41.38;33.81;43.21;37.09;31.61;30.36;48.88;55.22;44.86;40.97;43.96;50.92;46.42;30.18;39.81;68.44;62.29;52.03;52.48;54.83;74.13;72.34;70.95;83.21;47.35;61.51;24.39;29.56;46.68;55.18;45.08;48.67;41.01;45.17;28.37;58.67;56.86;36.55;20.93;27.62;22.89;23.16;44.72;37.93
NO2;uur;µg/m³;2024-01-17T17:00:00+01:00;2024-01-17T18:00:00+01:00;33.1;46.87;46.83;51.77;48.85;37.78;36.7;49.95;48.3;43.91;44.87;50.08;50.84;60.5;46.42;37.61;66.37;56.81;56.19;57.86;54.51;71.66;69.32;63.81;78.49;48.21;63.98;23.58;28.49;42.99;57.26;57.45;46.3;44.26;49.43;28.99;57.57;56.61;43.13;20.87;26.91;24.34;23.37;47.59;43.41
