Component,Einddatumtijd,NL10643
O3,2023-06-16T01:00:00+01:00,76.07
O3,2023-06-16T02:00:00+01:00,69.72
O3,2023-06-16T03:00:00+01:00,62.54
O3,2023-06-16T04:00:00+01:00,61.17
O3,2023-06-16T05:00:00+01:00,52.07
O3,2023-06-16T06:00:00+01:00,45.13
O3,2023-06-16T07:00:00+01:00,52.29
O3,2023-06-16T08:00:00+01:00,69.66
O3,2023-06-16T09:00:00+01:00,89.2
O3,2023-06-16T10:00:00+01:00,103.21
O3,2023-06-16T11:00:00+01:00,111.61
O3,2023-06-16T12:00:00+01:00,113.44
O3,2023-06-16T13:00:00+01:00,114.87
O3,2023-06-16T14:00:00+01:00,118.55
O3,2023-06-16T15:00:00+01:00,123.88
O3,2023-06-16T16:00:00+01:00,132.07
O3,2023-06-16T17:00:00+01:00,129.98
O3,2023-06-16T18:00:00+01:00,126.64
O3,2023-06-16T19:00:00+01:00,123.6
O3,2023-06-16T20:00:00+01:00,116.0
O3,2023-06-16T21:00:00+01:00,105.73
O3,2023-06-16T22:00:00+01:00,93.64
O3,2023-06-16T23:00:00+01:00,89.95
O3,2023-06-17T00:00:00+01:00,77.11
O3,2023-06-17T01:00:00+01:00,70.79
O3,2023-06-17T02:00:00+01:00,73.37
O3,2023-06-17T03:00:00+01:00,
O3,2023-06-17T04:00:00+01:00,47.45
O3,2023-06-17T05:00:00+01:00,33.43
O3,2023-06-17T06:00:00+01:00,32.05
O3,2023-06-17T07:00:00+01:00,57.53
O3,2023-06-17T08:00:00+01:00,88.16
O3,2023-06-17T09:00:00+01:00,102.16
O3,2023-06-17T10:00:00+01:00,110.93
O3,2023-06-17T11:00:00+01:00,116.26
O3,2023-06-17T12:00:00+01:00,123.12
O3,2023-06-17T13:00:00+01:00,133.34
O3,2023-06-17T14:00:00+01:00,139.81
O3,2023-06-17T15:00:00+01:00,143.55
O3,2023-06-17T16:00:00+01:00,146.5
O3,2023-06-17T17:00:00+01:00,148.59
O3,2023-06-17T18:00:00+01:00,150.55
O3,2023-06-17T19:00:00+01:00,154.44
O3,2023-06-17T20:00:00+01:00,141.94
O3,2023-06-17T21:00:00+01:00,121.75
O3,2023-06-17T22:00:00+01:00,106.99
O3,2023-06-17T23:00:00+01:00,101.11
O3,2023-06-18T00:00:00+01:00,94.2
O3,2023-06-18T01:00:00+01:00,91.64
O3,2023-06-18T02:00:00+01:00,90.32
O3,2023-06-18T03:00:00+01:00,83.23
O3,2023-06-18T04:00:00+01:00,75.09
O3,2023-06-18T05:00:00+01:00,72.56
O3,2023-06-18T06:00:00+01:00,72.97
O3,2023-06-18T07:00:00+01:00,73.37
O3,2023-06-18T08:00:00+01:00,76.11
O3,2023-06-18T09:00:00+01:00,81.32
O3,2023-06-18T10:00:00+01:00,104.38
O3,2023-06-18T11:00:00+01:00,119.62
O3,2023-06-18T12:00:00+01:00,131.95
O3,2023-06-18T13:00:00+01:00,138.97
O3,2023-06-18T14:00:00+01:00,133.45
O3,2023-06-18T15:00:00+01:00,130.83
O3,2023-06-18T16:00:00+01:00,138.8
O3,2023-06-18T17:00:00+01:00,145.08
O3,2023-06-18T18:00:00+01:00,139.48
O3,2023-06-18T19:00:00+01:00,136.51
O3,2023-06-18T20:00:00+01:00,138.16
O3,2023-06-18T21:00:00+01:00,143.01
O3,2023-06-18T22:00:00+01:00,135.52
O3,2023-06-18T23:00:00+01:00,127.34
O3,2023-06-19T00:00:00+01:00,121.24
O3,2023-06-19T01:00:00+01:00,112.29
O3,2023-06-19T02:00:00+01:00,102.9
O3,2023-06-19T03:00:00+01:00,93.59
O3,2023-06-19T04:00:00+01:00,79.58
O3,2023-06-19T05:00:00+01:00,71.15
O3,2023-06-19T06:00:00+01:00,74.23
O3,2023-06-19T07:00:00+01:00,86.84
O3,2023-06-19T08:00:00+01:00,74.25
O3,2023-06-19T09:00:00+01:00,68.05
O3,2023-06-19T10:00:00+01:00,66.23
O3,2023-06-19T11:00:00+01:00,68.04
O3,2023-06-19T12:00:00+01:00,74.73
O3,2023-06-19T13:00:00+01:00,83.55
O3,2023-06-19T14:00:00+01:00,92.33
O3,2023-06-19T15:00:00+01:00,102.04
O3,2023-06-19T16:00:00+01:00,108.36
O3,2023-06-19T17:00:00+01:00,112.18
O3,2023-06-19T18:00:00+01:00,112.67
O3,2023-06-19T19:00:00+01:00,112.56
O3,2023-06-19T20:00:00+01:00,108.17
O3,2023-06-19T21:00:00+01:00,95.62
O3,2023-06-19T22:00:00+01:00,89.59
O3,2023-06-19T23:00:00+01:00,89.77
O3,2023-06-20T00:00:00+01:00,92.15
O3,2023-06-20T01:00:00+01:00,88.89
O3,2023-06-20T02:00:00+01:00,90.69
O3,2023-06-20T03:00:00+01:00,91.86
O3,2023-06-20T04:00:00+01:00,90.3
O3,2023-06-20T05:00:00+01:00,88.42
O3,2023-06-20T06:00:00+01:00,81.92
O3,2023-06-20T07:00:00+01:00,75.58
O3,2023-06-20T08:00:00+01:00,82.39
O3,2023-06-20T09:00:00+01:00,90.28
O3,2023-06-20T10:00:00+01:00,101.9
O3,2023-06-20T11:00:00+01:00,113.58
O3,2023-06-20T12:00:00+01:00,129.0
O3,2023-06-20T13:00:00+01:00,133.94
O3,2023-06-20T14:00:00+01:00,130.61
O3,2023-06-20T15:00:00+01:00,131.8
O3,2023-06-20T16:00:00+01:00,127.76
O3,2023-06-20T17:00:00+01:00,89.9
O3,2023-06-20T18:00:00+01:00,78.92
O3,2023-06-20T19:00:00+01:00,65.21
O3,2023-06-20T20:00:00+01:00,51.56
O3,2023-06-20T21:00:00+01:00,52.14
O3,2023-06-20T22:00:00+01:00,44.46
O3,2023-06-20T23:00:00+01:00,41.32
O3,2023-06-21T00:00:00+01:00,41.16
O3,2023-06-21T01:00:00+01:00,34.32
O3,2023-06-21T02:00:00+01:00,36.32
O3,2023-06-21T03:00:00+01:00,
O3,2023-06-21T04:00:00+01:00,29.1
O3,2023-06-21T05:00:00+01:00,26.46
O3,2023-06-21T06:00:00+01:00,24.71
O3,2023-06-21T07:00:00+01:00,26.37
O3,2023-06-21T08:00:00+01:00,41.57
O3,2023-06-21T09:00:00+01:00,53.91
O3,2023-06-21T10:00:00+01:00,64.34
O3,2023-06-21T11:00:00+01:00,72.83
O3,2023-06-21T12:00:00+01:00,83.37
O3,2023-06-21T13:00:00+01:00,90.66
O3,2023-06-21T14:00:00+01:00,90.57
O3,2023-06-21T15:00:00+01:00,92.85
O3,2023-06-21T16:00:00+01:00,107.7
O3,2023-06-21T17:00:00+01:00,109.15
O3,2023-06-21T18:00:00+01:00,106.79
O3,2023-06-21T19:00:00+01:00,105.75
O3,2023-06-21T20:00:00+01:00,98.5
O3,2023-06-21T21:00:00+01:00,89.01
O3,2023-06-21T22:00:00+01:00,75.34
O3,2023-06-21T23:00:00+01:00,69.3
O3,2023-06-22T00:00:00+01:00,61.44
O3,2023-06-22T01:00:00+01:00,43.49
O3,2023-06-22T02:00:00+01:00,39.95
O3,2023-06-22T03:00:00+01:00,37.14
O3,2023-06-22T04:00:00+01:00,30.62
O3,2023-06-22T05:00:00+01:00,27.58
O3,2023-06-22T06:00:00+01:00,37.18
O3,2023-06-22T07:00:00+01:00,48.25
O3,2023-06-22T08:00:00+01:00,54.47
O3,2023-06-22T09:00:00+01:00,75.08
O3,2023-06-22T10:00:00+01:00,89.27
O3,2023-06-22T11:00:00+01:00,99.39
O3,2023-06-22T12:00:00+01:00,102.45
O3,2023-06-22T13:00:00+01:00,101.22
O3,2023-06-22T14:00:00+01:00,98.92
O3,2023-06-22T15:00:00+01:00,85.19
O3,2023-06-22T16:00:00+01:00,73.4
O3,2023-06-22T17:00:00+01:00,79.25
O3,2023-06-22T18:00:00+01:00,74.79
O3,2023-06-22T19:00:00+01:00,69.01
O3,2023-06-22T20:00:00+01:00,61.99
O3,2023-06-22T21:00:00+01:00,62.32
O3,2023-06-22T22:00:00+01:00,72.03
O3,2023-06-22T23:00:00+01:00,77.16
O3,2023-06-23T00:00:00+01:00,76.46
O3,2023-06-23T01:00:00+01:00,81.18
O3,2023-06-23T02:00:00+01:00,73.08
O3,2023-06-23T03:00:00+01:00,61.11
O3,2023-06-23T04:00:00+01:00,55.09
O3,2023-06-23T05:00:00+01:00,55.12
O3,2023-06-23T06:00:00+01:00,53.19
O3,2023-06-23T07:00:00+01:00,54.35
O3,2023-06-23T08:00:00+01:00,62.81
O3,2023-06-23T09:00:00+01:00,75.02
O3,2023-06-23T10:00:00+01:00,76.54
O3,2023-06-23T11:00:00+01:00,89.39
O3,2023-06-23T12:00:00+01:00,94.04
O3,2023-06-23T13:00:00+01:00,95.41
O3,2023-06-23T14:00:00+01:00,103.12
O3,2023-06-23T15:00:00+01:00,104.17
O3,2023-06-23T16:00:00+01:00,101.61
O3,2023-06-23T17:00:00+01:00,104.87
O3,2023-06-23T18:00:00+01:00,102.13
O3,2023-06-23T19:00:00+01:00,99.73
O3,2023-06-23T20:00:00+01:00,96.13
O3,2023-06-23T21:00:00+01:00,90.56
O3,2023-06-23T22:00:00+01:00,62.37
O3,2023-06-23T23:00:00+01:00,36.92
O3,2023-06-24T00:00:00+01:00,24.16
O3,2023-06-24T01:00:00+01:00,26.5
O3,2023-06-24T02:00:00+01:00,27.76
O3,2023-06-24T03:00:00+01:00,24.48
O3,2023-06-24T04:00:00+01:00,21.83
O3,2023-06-24T05:00:00+01:00,35.5
O3,2023-06-24T06:00:00+01:00,34.27
O3,2023-06-24T07:00:00+01:00,40.4
O3,2023-06-24T08:00:00+01:00,38.52
O3,2023-06-24T09:00:00+01:00,42.54
O3,2023-06-24T10:00:00+01:00,54.27
O3,2023-06-24T11:00:00+01:00,69.68
O3,2023-06-24T12:00:00+01:00,84.88
O3,2023-06-24T13:00:00+01:00,107.78
O3,2023-06-24T14:00:00+01:00,117.43
O3,2023-06-24T15:00:00+01:00,124.65
O3,2023-06-24T16:00:00+01:00,129.09
O3,2023-06-24T17:00:00+01:00,131.51
O3,2023-06-24T18:00:00+01:00,116.57
O3,2023-06-24T19:00:00+01:00,115.31
O3,2023-06-24T20:00:00+01:00,112.59
O3,2023-06-24T21:00:00+01:00,107.05
O3,2023-06-24T22:00:00+01:00,93.51
O3,2023-06-24T23:00:00+01:00,90.88
O3,2023-06-25T00:00:00+01:00,76.53
O3,2023-06-25T01:00:00+01:00,73.29
O3,2023-06-25T02:00:00+01:00,63.78
O3,2023-06-25T03:00:00+01:00,
O3,2023-06-25T04:00:00+01:00,57.07
O3,2023-06-25T05:00:00+01:00,58.3
O3,2023-06-25T06:00:00+01:00,55.8
O3,2023-06-25T07:00:00+01:00,67.45
O3,2023-06-25T08:00:00+01:00,93.12
O3,2023-06-25T09:00:00+01:00,118.99
O3,2023-06-25T10:00:00+01:00,131.99
O3,2023-06-25T11:00:00+01:00,144.26
O3,2023-06-25T12:00:00+01:00,146.29
O3,2023-06-25T13:00:00+01:00,148.75
O3,2023-06-25T14:00:00+01:00,155.26
O3,2023-06-25T15:00:00+01:00,155.37
O3,2023-06-25T16:00:00+01:00,157.54
O3,2023-06-25T17:00:00+01:00,160.33
O3,2023-06-25T18:00:00+01:00,160.94
O3,2023-06-25T19:00:00+01:00,155.88
O3,2023-06-25T20:00:00+01:00,143.64
O3,2023-06-25T21:00:00+01:00,125.52
O3,2023-06-25T22:00:00+01:00,101.27
O3,2023-06-25T23:00:00+01:00,88.22
O3,2023-06-26T00:00:00+01:00,80.84
O3,2023-06-26T01:00:00+01:00,82.49
O3,2023-06-26T02:00:00+01:00,86.3
O3,2023-06-26T03:00:00+01:00,75.74
O3,2023-06-26T04:00:00+01:00,53.03
O3,2023-06-26T05:00:00+01:00,54.1
O3,2023-06-26T06:00:00+01:00,60.65
O3,2023-06-26T07:00:00+01:00,67.85
O3,2023-06-26T08:00:00+01:00,72.02
O3,2023-06-26T09:00:00+01:00,69.95
O3,2023-06-26T10:00:00+01:00,74.53
O3,2023-06-26T11:00:00+01:00,85.6
O3,2023-06-26T12:00:00+01:00,91.96
O3,2023-06-26T13:00:00+01:00,92.73
O3,2023-06-26T14:00:00+01:00,96.21
O3,2023-06-26T15:00:00+01:00,94.02
O3,2023-06-26T16:00:00+01:00,91.12
O3,2023-06-26T17:00:00+01:00,90.34
O3,2023-06-26T18:00:00+01:00,89.62
O3,2023-06-26T19:00:00+01:00,90.01
O3,2023-06-26T20:00:00+01:00,90.31
O3,2023-06-26T21:00:00+01:00,89.23
O3,2023-06-26T22:00:00+01:00,82.84
O3,2023-06-26T23:00:00+01:00,79.17
O3,2023-06-27T00:00:00+01:00,72.05
O3,2023-06-27T01:00:00+01:00,61.21
O3,2023-06-27T02:00:00+01:00,61.28
O3,2023-06-27T03:00:00+01:00,51.3
O3,2023-06-27T04:00:00+01:00,44.21
O3,2023-06-27T05:00:00+01:00,40.9
O3,2023-06-27T06:00:00+01:00,39.11
O3,2023-06-27T07:00:00+01:00,29.79
O3,2023-06-27T08:00:00+01:00,54.08
O3,2023-06-27T09:00:00+01:00,68.16
O3,2023-06-27T10:00:00+01:00,71.24
O3,2023-06-27T11:00:00+01:00,74.25
O3,2023-06-27T12:00:00+01:00,75.23
O3,2023-06-27T13:00:00+01:00,78.31
O3,2023-06-27T14:00:00+01:00,80.45
O3,2023-06-27T15:00:00+01:00,83.54
O3,2023-06-27T16:00:00+01:00,85.18
O3,2023-06-27T17:00:00+01:00,84.03
O3,2023-06-27T18:00:00+01:00,79.8
O3,2023-06-27T19:00:00+01:00,76.71
O3,2023-06-27T20:00:00+01:00,74.88
O3,2023-06-27T21:00:00+01:00,70.09
O3,2023-06-27T22:00:00+01:00,62.49
O3,2023-06-27T23:00:00+01:00,57.44
O3,2023-06-28T00:00:00+01:00,56.03
O3,2023-06-28T01:00:00+01:00,56.9
O3,2023-06-28T02:00:00+01:00,52.15
O3,2023-06-28T03:00:00+01:00,48.57
O3,2023-06-28T04:00:00+01:00,44.66
O3,2023-06-28T05:00:00+01:00,38.65
O3,2023-06-28T06:00:00+01:00,32.74
O3,2023-06-28T07:00:00+01:00,27.15
O3,2023-06-28T08:00:00+01:00,24.53
O3,2023-06-28T09:00:00+01:00,28.82
O3,2023-06-28T10:00:00+01:00,31.33
O3,2023-06-28T11:00:00+01:00,35.24
O3,2023-06-28T12:00:00+01:00,45.69
O3,2023-06-28T13:00:00+01:00,60.5
O3,2023-06-28T14:00:00+01:00,61.82
O3,2023-06-28T15:00:00+01:00,58.34
O3,2023-06-28T16:00:00+01:00,52.95
O3,2023-06-28T17:00:00+01:00,48.9
O3,2023-06-28T18:00:00+01:00,53.02
O3,2023-06-28T19:00:00+01:00,57.75
O3,2023-06-28T20:00:00+01:00,53.85
O3,2023-06-28T21:00:00+01:00,48.74
O3,2023-06-28T22:00:00+01:00,53.32
O3,2023-06-28T23:00:00+01:00,48.48
O3,2023-06-29T00:00:00+01:00,44.85
O3,2023-06-29T01:00:00+01:00,42.13
O3,2023-06-29T02:00:00+01:00,45.25
O3,2023-06-29T03:00:00+01:00,
O3,2023-06-29T04:00:00+01:00,31.84
O3,2023-06-29T05:00:00+01:00,31.15
O3,2023-06-29T06:00:00+01:00,29.35
O3,2023-06-29T07:00:00+01:00,24.86
O3,2023-06-29T08:00:00+01:00,27.69
O3,2023-06-29T09:00:00+01:00,35.66
O3,2023-06-29T10:00:00+01:00,47.68
O3,2023-06-29T11:00:00+01:00,49.71
O3,2023-06-29T12:00:00+01:00,50.36
O3,2023-06-29T13:00:00+01:00,52.83
O3,2023-06-29T14:00:00+01:00,56.48
O3,2023-06-29T15:00:00+01:00,57.52
O3,2023-06-29T16:00:00+01:00,54.21
O3,2023-06-29T17:00:00+01:00,63.55
O3,2023-06-29T18:00:00+01:00,59.24
O3,2023-06-29T19:00:00+01:00,57.07
O3,2023-06-29T20:00:00+01:00,66.23
O3,2023-06-29T21:00:00+01:00,63.98
O3,2023-06-29T22:00:00+01:00,57.54
O3,2023-06-29T23:00:00+01:00,47.83
O3,2023-06-30T00:00:00+01:00,43.44
O3,2023-06-30T01:00:00+01:00,43.0
O3,2023-06-30T02:00:00+01:00,39.16
O3,2023-06-30T03:00:00+01:00,40.06
O3,2023-06-30T04:00:00+01:00,35.95
O3,2023-06-30T05:00:00+01:00,37.71
O3,2023-06-30T06:00:00+01:00,37.87
O3,2023-06-30T07:00:00+01:00,40.36
O3,2023-06-30T08:00:00+01:00,51.5
O3,2023-06-30T09:00:00+01:00,60.0
O3,2023-06-30T10:00:00+01:00,69.53
O3,2023-06-30T11:00:00+01:00,73.77
O3,2023-06-30T12:00:00+01:00,76.32
O3,2023-06-30T13:00:00+01:00,89.39
O3,2023-06-30T14:00:00+01:00,95.29
O3,2023-06-30T15:00:00+01:00,100.14
O3,2023-06-30T16:00:00+01:00,104.4
O3,2023-06-30T17:00:00+01:00,100.9
O3,2023-06-30T18:00:00+01:00,96.4
O3,2023-06-30T19:00:00+01:00,87.13
O3,2023-06-30T20:00:00+01:00,78.08
O3,2023-06-30T21:00:00+01:00,67.88
O3,2023-06-30T22:00:00+01:00,67.13
O3,2023-06-30T23:00:00+01:00,64.64
O3,2023-07-01T00:00:00+01:00,64.0
O3,2023-07-01T01:00:00+01:00,62.52
O3,2023-07-01T02:00:00+01:00,61.75
O3,2023-07-01T03:00:00+01:00,58.37
O3,2023-07-01T04:00:00+01:00,54.81
O3,2023-07-01T05:00:00+01:00,50.1
O3,2023-07-01T06:00:00+01:00,43.93
O3,2023-07-01T07:00:00+01:00,37.08
O3,2023-07-01T08:00:00+01:00,30.09
O3,2023-07-01T09:00:00+01:00,26.51
O3,2023-07-01T10:00:00+01:00,24.01
O3,2023-07-01T11:00:00+01:00,20.07
O3,2023-07-01T12:00:00+01:00,24.48
O3,2023-07-01T13:00:00+01:00,30.9
O3,2023-07-01T14:00:00+01:00,32.61
O3,2023-07-01T15:00:00+01:00,38.72
O3,2023-07-01T16:00:00+01:00,42.69
O3,2023-07-01T17:00:00+01:00,48.82
O3,2023-07-01T18:00:00+01:00,51.1
O3,2023-07-01T19:00:00+01:00,53.94
O3,2023-07-01T20:00:00+01:00,54.47
O3,2023-07-01T21:00:00+01:00,52.79
O3,2023-07-01T22:00:00+01:00,48.5
O3,2023-07-01T23:00:00+01:00,41.69
O3,2023-07-02T00:00:00+01:00,41.62
O3,2023-07-02T01:00:00+01:00,50.05
O3,2023-07-02T02:00:00+01:00,61.55
O3,2023-07-02T03:00:00+01:00,69.08
O3,2023-07-02T04:00:00+01:00,61.92
O3,2023-07-02T05:00:00+01:00,60.03
O3,2023-07-02T06:00:00+01:00,61.67
O3,2023-07-02T07:00:00+01:00,60.35
O3,2023-07-02T08:00:00+01:00,65.25
O3,2023-07-02T09:00:00+01:00,71.23
O3,2023-07-02T10:00:00+01:00,73.76
O3,2023-07-02T11:00:00+01:00,75.3
O3,2023-07-02T12:00:00+01:00,78.28
O3,2023-07-02T13:00:00+01:00,81.9
O3,2023-07-02T14:00:00+01:00,84.81
O3,2023-07-02T15:00:00+01:00,88.78
O3,2023-07-02T16:00:00+01:00,89.41
O3,2023-07-02T17:00:00+01:00,90.61
O3,2023-07-02T18:00:00+01:00,92.21
O3,2023-07-02T19:00:00+01:00,87.85
O3,2023-07-02T20:00:00+01:00,81.17
O3,2023-07-02T21:00:00+01:00,79.43
O3,2023-07-02T22:00:00+01:00,72.65
O3,2023-07-02T23:00:00+01:00,70.1
O3,2023-07-03T00:00:00+01:00,70.02
O3,2023-07-03T01:00:00+01:00,71.29
O3,2023-07-03T02:00:00+01:00,68.51
O3,2023-07-03T03:00:00+01:00,
O3,2023-07-03T04:00:00+01:00,58.5
O3,2023-07-03T05:00:00+01:00,58.11
O3,2023-07-03T06:00:00+01:00,62.0
O3,2023-07-03T07:00:00+01:00,60.25
O3,2023-07-03T08:00:00+01:00,59.93
O3,2023-07-03T09:00:00+01:00,65.04
O3,2023-07-03T10:00:00+01:00,63.05
O3,2023-07-03T11:00:00+01:00,
O3,2023-07-03T12:00:00+01:00,
O3,2023-07-03T13:00:00+01:00,
O3,2023-07-03T14:00:00+01:00,
O3,2023-07-03T15:00:00+01:00,
O3,2023-07-03T16:00:00+01:00,76.15
O3,2023-07-03T17:00:00+01:00,75.19
O3,2023-07-03T18:00:00+01:00,76.75
O3,2023-07-03T19:00:00+01:00,77.43
O3,2023-07-03T20:00:00+01:00,72.77
O3,2023-07-03T21:00:00+01:00,62.19
O3,2023-07-03T22:00:00+01:00,58.01
O3,2023-07-03T23:00:00+01:00,59.44
O3,2023-07-04T00:00:00+01:00,53.84
O3,2023-07-04T01:00:00+01:00,49.9
O3,2023-07-04T02:00:00+01:00,48.53
O3,2023-07-04T03:00:00+01:00,48.66
O3,2023-07-04T04:00:00+01:00,44.32
O3,2023-07-04T05:00:00+01:00,42.34
O3,2023-07-04T06:00:00+01:00,37.65
O3,2023-07-04T07:00:00+01:00,38.19
O3,2023-07-04T08:00:00+01:00,35.13
O3,2023-07-04T09:00:00+01:00,40.63
O3,2023-07-04T10:00:00+01:00,54.5
O3,2023-07-04T11:00:00+01:00,61.79
O3,2023-07-04T12:00:00+01:00,66.73
O3,2023-07-04T13:00:00+01:00,72.66
O3,2023-07-04T14:00:00+01:00,78.33
O3,2023-07-04T15:00:00+01:00,80.17
O3,2023-07-04T16:00:00+01:00,78.13
O3,2023-07-04T17:00:00+01:00,80.78
O3,2023-07-04T18:00:00+01:00,80.66
O3,2023-07-04T19:00:00+01:00,80.72
O3,2023-07-04T20:00:00+01:00,77.0
O3,2023-07-04T21:00:00+01:00,71.53
O3,2023-07-04T22:00:00+01:00,59.73
O3,2023-07-04T23:00:00+01:00,55.15
O3,2023-07-05T00:00:00+01:00,52.07
O3,2023-07-05T01:00:00+01:00,49.94
O3,2023-07-05T02:00:00+01:00,46.57
O3,2023-07-05T03:00:00+01:00,44.59
O3,2023-07-05T04:00:00+01:00,61.49
O3,2023-07-05T05:00:00+01:00,70.37
O3,2023-07-05T06:00:00+01:00,76.7
O3,2023-07-05T07:00:00+01:00,61.9
O3,2023-07-05T08:00:00+01:00,64.07
O3,2023-07-05T09:00:00+01:00,64.62
O3,2023-07-05T10:00:00+01:00,72.01
O3,2023-07-05T11:00:00+01:00,75.49
O3,2023-07-05T12:00:00+01:00,66.24
O3,2023-07-05T13:00:00+01:00,67.34
O3,2023-07-05T14:00:00+01:00,67.9
O3,2023-07-05T15:00:00+01:00,62.74
O3,2023-07-05T16:00:00+01:00,73.0
O3,2023-07-05T17:00:00+01:00,73.71
O3,2023-07-05T18:00:00+01:00,71.48
O3,2023-07-05T19:00:00+01:00,67.91
O3,2023-07-05T20:00:00+01:00,70.96
O3,2023-07-05T21:00:00+01:00,62.57
O3,2023-07-05T22:00:00+01:00,59.71
O3,2023-07-05T23:00:00+01:00,56.12
O3,2023-07-06T00:00:00+01:00,48.59
O3,2023-07-06T01:00:00+01:00,43.98
O3,2023-07-06T02:00:00+01:00,40.25
O3,2023-07-06T03:00:00+01:00,41.17
O3,2023-07-06T04:00:00+01:00,42.11
O3,2023-07-06T05:00:00+01:00,41.95
O3,2023-07-06T06:00:00+01:00,36.45
O3,2023-07-06T07:00:00+01:00,35.66
O3,2023-07-06T08:00:00+01:00,36.75
O3,2023-07-06T09:00:00+01:00,48.06
O3,2023-07-06T10:00:00+01:00,54.23
O3,2023-07-06T11:00:00+01:00,57.84
O3,2023-07-06T12:00:00+01:00,56.81
O3,2023-07-06T13:00:00+01:00,64.92
O3,2023-07-06T14:00:00+01:00,81.33
O3,2023-07-06T15:00:00+01:00,85.68
O3,2023-07-06T16:00:00+01:00,89.54
O3,2023-07-06T17:00:00+01:00,91.52
O3,2023-07-06T18:00:00+01:00,93.13
O3,2023-07-06T19:00:00+01:00,92.38
O3,2023-07-06T20:00:00+01:00,89.6
O3,2023-07-06T21:00:00+01:00,70.91
O3,2023-07-06T22:00:00+01:00,51.4
O3,2023-07-06T23:00:00+01:00,35.87
O3,2023-07-07T00:00:00+01:00,29.01
O3,2023-07-07T01:00:00+01:00,32.3
O3,2023-07-07T02:00:00+01:00,24.21
O3,2023-07-07T03:00:00+01:00,
O3,2023-07-07T04:00:00+01:00,35.29
O3,2023-07-07T05:00:00+01:00,33.53
O3,2023-07-07T06:00:00+01:00,35.16
O3,2023-07-07T07:00:00+01:00,41.5
O3,2023-07-07T08:00:00+01:00,52.93
O3,2023-07-07T09:00:00+01:00,64.92
O3,2023-07-07T10:00:00+01:00,76.63
O3,2023-07-07T11:00:00+01:00,90.43
O3,2023-07-07T12:00:00+01:00,99.43
O3,2023-07-07T13:00:00+01:00,107.09
O3,2023-07-07T14:00:00+01:00,114.98
O3,2023-07-07T15:00:00+01:00,122.71
O3,2023-07-07T16:00:00+01:00,128.12
O3,2023-07-07T17:00:00+01:00,133.98
O3,2023-07-07T18:00:00+01:00,141.48
O3,2023-07-07T19:00:00+01:00,142.44
O3,2023-07-07T20:00:00+01:00,136.85
O3,2023-07-07T21:00:00+01:00,128.1
O3,2023-07-07T22:00:00+01:00,124.16
O3,2023-07-07T23:00:00+01:00,112.06
O3,2023-07-08T00:00:00+01:00,101.96
O3,2023-07-08T01:00:00+01:00,95.21
O3,2023-07-08T02:00:00+01:00,89.23
O3,2023-07-08T03:00:00+01:00,79.32
O3,2023-07-08T04:00:00+01:00,72.96
O3,2023-07-08T05:00:00+01:00,67.75
O3,2023-07-08T06:00:00+01:00,65.81
O3,2023-07-08T07:00:00+01:00,67.3
O3,2023-07-08T08:00:00+01:00,72.38
O3,2023-07-08T09:00:00+01:00,82.48
O3,2023-07-08T10:00:00+01:00,99.8
O3,2023-07-08T11:00:00+01:00,119.39
O3,2023-07-08T12:00:00+01:00,136.06
O3,2023-07-08T13:00:00+01:00,142.67
O3,2023-07-08T14:00:00+01:00,144.83
O3,2023-07-08T15:00:00+01:00,153.01
O3,2023-07-08T16:00:00+01:00,165.48
O3,2023-07-08T17:00:00+01:00,178.27
O3,2023-07-08T18:00:00+01:00,176.07
O3,2023-07-08T19:00:00+01:00,171.65
O3,2023-07-08T20:00:00+01:00,137.74
O3,2023-07-08T21:00:00+01:00,94.79
O3,2023-07-08T22:00:00+01:00,58.25
O3,2023-07-08T23:00:00+01:00,38.23
O3,2023-07-09T00:00:00+01:00,37.21
O3,2023-07-09T01:00:00+01:00,42.4
O3,2023-07-09T02:00:00+01:00,42.36
O3,2023-07-09T03:00:00+01:00,31.59
O3,2023-07-09T04:00:00+01:00,32.19
O3,2023-07-09T05:00:00+01:00,25.1
O3,2023-07-09T06:00:00+01:00,25.8
O3,2023-07-09T07:00:00+01:00,38.54
O3,2023-07-09T08:00:00+01:00,69.48
O3,2023-07-09T09:00:00+01:00,83.71
O3,2023-07-09T10:00:00+01:00,97.59
O3,2023-07-09T11:00:00+01:00,121.6
O3,2023-07-09T12:00:00+01:00,146.88
O3,2023-07-09T13:00:00+01:00,147.51
O3,2023-07-09T14:00:00+01:00,135.47
O3,2023-07-09T15:00:00+01:00,122.95
O3,2023-07-09T16:00:00+01:00,102.01
O3,2023-07-09T17:00:00+01:00,81.0
O3,2023-07-09T18:00:00+01:00,73.49
O3,2023-07-09T19:00:00+01:00,73.95
O3,2023-07-09T20:00:00+01:00,69.91
O3,2023-07-09T21:00:00+01:00,71.8
O3,2023-07-09T22:00:00+01:00,54.96
O3,2023-07-09T23:00:00+01:00,40.69
O3,2023-07-10T00:00:00+01:00,34.95
O3,2023-07-10T01:00:00+01:00,45.16
O3,2023-07-10T02:00:00+01:00,51.75
O3,2023-07-10T03:00:00+01:00,49.74
O3,2023-07-10T04:00:00+01:00,48.27
O3,2023-07-10T05:00:00+01:00,35.69
O3,2023-07-10T06:00:00+01:00,42.17
O3,2023-07-10T07:00:00+01:00,39.3
O3,2023-07-10T08:00:00+01:00,46.06
